ticker,signal_date,entry_date,entry,scoreable,fixed_exit_date,fixed_ret_pct,fixed_net_pct,ma_exit_date,ma_exit_reason,ma_weeks_held,ma_ret_pct,ma_net_pct
LICHSGFIN.NS,2022-07-18,2022-07-25,351.1,True,2023-07-24,11.91,11.61,2022-11-07,ma_break,15,1.23,0.93
LICHSGFIN.NS,2023-07-31,2023-08-07,406.87,True,2024-08-05,52.09,51.79,2024-08-05,52w_cap,52,52.09,51.79
LICHSGFIN.NS,2024-08-19,2024-08-26,660.42,True,2025-08-25,-15.93,-16.23,2024-09-23,ma_break,4,-0.44,-0.74
LICHSGFIN.NS,2026-04-20,2026-04-27,544.0,False,2026-08-10,-6.62,-6.92,2026-08-03,ma_break,14,-3.4,-3.7
LICI.NS,2023-09-04,2023-09-11,323.72,True,2024-09-09,54.03,53.73,2023-10-30,ma_break,7,-10.48,-10.78
LICI.NS,2025-05-26,2025-06-02,459.98,True,2026-06-01,-15.05,-15.35,2025-12-01,ma_break,26,-4.73,-5.03
LICI.NS,2026-06-15,2026-06-22,446.1,False,2026-08-10,-6.52,-6.82,2026-08-10,ma_break,7,-11.48,-11.78
LINDEINDIA.NS,2017-11-06,2017-11-13,449.53,True,2018-11-12,38.84,38.54,2018-03-26,ma_break,19,0.02,-0.28
LINDEINDIA.NS,2018-11-12,2018-11-19,620.24,True,2019-11-18,2.15,1.85,2019-02-04,ma_break,11,-28.48,-28.78
LINDEINDIA.NS,2019-11-18,2019-11-25,622.92,True,2020-11-23,44.29,43.99,2020-03-09,ma_break,15,-7.18,-7.48
LINDEINDIA.NS,2022-12-12,2022-12-19,3473.7,True,2023-12-18,63.85,63.55,2023-01-30,ma_break,6,-8.79,-9.09
LINDEINDIA.NS,2024-03-11,2024-03-18,6416.57,True,2025-03-17,0.5,0.2,2024-08-19,ma_break,22,11.82,11.52
LINDEINDIA.NS,2025-05-26,2025-06-02,7487.35,True,2026-06-01,-6.53,-6.83,2025-08-11,ma_break,10,-15.96,-16.26
LLOYDSENGG.NS,2025-06-30,2025-07-07,80.32,True,2026-07-06,12.8,12.5,2025-09-01,ma_break,8,-21.2,-21.5
LLOYDSENT.NS,2025-10-06,2025-10-13,70.44,False,2026-08-10,10.57,10.27,2025-11-10,ma_break,4,-6.16,-6.46
LLOYDSME.NS,2024-07-08,2024-07-15,760.97,True,2025-07-14,93.4,93.1,2025-03-03,ma_break,33,35.22,34.92
LLOYDSME.NS,2026-03-23,2026-03-30,1259.25,False,2026-08-10,50.38,50.08,2026-08-10,52w_cap,19,50.38,50.08
LODHA.NS,2023-01-16,2023-01-23,559.16,True,2024-01-22,87.25,86.95,2023-01-30,ma_break,1,-10.73,-11.03
LODHA.NS,2024-09-16,2024-09-23,1409.39,True,2025-09-22,-19.32,-19.62,2024-10-07,ma_break,2,-15.08,-15.38
LODHA.NS,2026-06-29,2026-07-06,1060.23,False,2026-08-10,14.03,13.73,2026-08-10,52w_cap,5,14.03,13.73
LOTUSDEV.NS,2026-07-27,2026-08-03,207.5,False,2026-08-10,-16.2,-16.5,2026-08-10,52w_cap,1,-16.2,-16.5
LT.NS,2017-10-23,2017-10-30,1078.9,True,2018-10-29,12.01,11.71,2018-06-25,ma_break,34,5.94,5.64
LT.NS,2018-10-29,2018-11-05,1208.62,True,2019-11-04,6.12,5.82,2019-01-21,ma_break,11,-5.84,-6.14
LT.NS,2020-12-14,2020-12-21,1199.37,True,2021-12-20,47.34,47.04,2021-12-20,52w_cap,52,47.34,47.04
LT.NS,2022-07-18,2022-07-25,1698.94,True,2023-07-24,50.12,49.82,2023-07-24,52w_cap,52,50.12,49.82
LT.NS,2024-05-13,2024-05-20,3359.39,True,2025-05-19,5.14,4.84,2024-10-07,ma_break,20,2.37,2.07
LT.NS,2025-05-26,2025-06-02,3639.55,True,2026-06-01,8.62,8.32,2026-01-26,ma_break,34,1.87,1.57
LTF.NS,2020-01-13,2020-01-20,108.18,True,2021-01-18,-19.92,-20.22,2020-03-02,ma_break,6,-18.19,-18.49
LTF.NS,2021-05-17,2021-05-24,85.56,True,2022-05-23,-17.56,-17.86,2021-06-21,ma_break,4,-1.7,-2.0
LTF.NS,2022-08-22,2022-08-29,72.85,True,2023-08-28,66.76,66.46,2022-10-03,ma_break,5,-2.92,-3.22
LTF.NS,2024-06-03,2024-06-10,164.97,True,2025-06-09,11.41,11.11,2024-08-12,ma_break,9,-1.97,-2.27
LTFOODS.NS,2021-03-08,2021-03-15,59.76,True,2022-03-14,21.42,21.12,2021-08-16,ma_break,22,9.41,9.11
LTFOODS.NS,2022-03-21,2022-03-28,74.94,True,2023-03-27,25.99,25.69,2022-06-20,ma_break,12,-7.15,-7.45
LTFOODS.NS,2023-04-24,2023-05-01,108.31,True,2024-04-29,103.35,103.05,2023-05-08,ma_break,1,-1.49,-1.79
LTFOODS.NS,2025-05-19,2025-05-26,412.3,True,2026-05-25,-4.9,-5.2,2025-09-29,ma_break,18,1.05,0.75
LTFOODS.NS,2026-07-27,2026-08-03,414.5,False,2026-08-10,2.94,2.64,2026-08-10,52w_cap,1,2.94,2.64
LTM.NS,2017-08-14,2017-08-21,674.55,True,2018-08-20,144.39,144.09,2018-08-20,52w_cap,52,144.39,144.09
LTM.NS,2018-12-10,2018-12-17,1641.3,True,2019-12-16,-4.15,-4.45,2018-12-24,ma_break,1,-7.51,-7.81
LTM.NS,2019-12-30,2020-01-06,1654.71,True,2021-01-04,129.97,129.67,2020-03-16,ma_break,10,-11.88,-12.18
LTM.NS,2021-05-24,2021-05-31,3690.75,True,2022-05-30,10.39,10.09,2022-01-31,ma_break,35,54.57,54.27
LTM.NS,2023-02-20,2023-02-27,4568.37,True,2024-02-26,11.08,10.78,2023-04-24,ma_break,8,-12.59,-12.89
LTM.NS,2024-08-26,2024-09-02,5924.08,True,2025-09-01,-13.8,-14.1,2024-12-30,ma_break,17,-6.6,-6.9
LTM.NS,2025-10-27,2025-11-03,5609.33,False,2026-08-10,-15.1,-15.4,2026-02-09,ma_break,14,-2.16,-2.46
LTTS.NS,2017-11-06,2017-11-13,833.08,True,2018-11-12,66.19,65.89,2018-07-02,ma_break,33,32.42,32.12
LTTS.NS,2019-04-01,2019-04-08,1474.68,True,2020-04-06,-26.44,-26.74,2019-07-22,ma_break,15,-2.39,-2.69
