variant,ticker,entry_date,exit_date,weeks_held,ret_pct,reason,completed
fixed_52w,360ONE.NS,2021-03-29,2022-03-28,52,45.3,closed_52w,True
ma_break,360ONE.NS,2021-03-29,2021-06-28,13,-5.54,ma_break,True
ma_2closes,360ONE.NS,2021-03-29,2021-12-27,39,19.41,ma_break,True
ma_buffer3,360ONE.NS,2021-03-29,2021-12-20,38,15.13,ma_break,True
ma_grace8,360ONE.NS,2021-03-29,2021-06-28,13,-5.54,ma_break,True
ma_hardstop,360ONE.NS,2021-03-29,2021-06-28,13,-5.54,ma_break,True
ma_break,360ONE.NS,2021-07-19,2021-12-20,22,1.42,ma_break,True
ma_grace8,360ONE.NS,2021-07-19,2021-12-20,22,1.42,ma_break,True
ma_hardstop,360ONE.NS,2021-07-19,2021-12-20,22,1.42,ma_break,True
ma_break,360ONE.NS,2022-01-10,2022-02-28,7,-2.77,ma_break,True
ma_2closes,360ONE.NS,2022-01-10,2022-03-07,8,-6.92,ma_break,True
ma_buffer3,360ONE.NS,2022-01-10,2022-03-07,8,-6.92,ma_break,True
ma_grace8,360ONE.NS,2022-01-10,2022-03-14,9,-2.12,ma_break,True
ma_hardstop,360ONE.NS,2022-01-10,2022-02-28,7,-2.77,ma_break,True
fixed_52w,360ONE.NS,2022-07-11,2023-07-10,52,36.21,closed_52w,True
ma_break,360ONE.NS,2022-07-11,2023-03-13,35,16.17,ma_break,True
ma_2closes,360ONE.NS,2022-07-11,2023-03-20,36,12.2,ma_break,True
ma_buffer3,360ONE.NS,2022-07-11,2023-03-20,36,12.2,ma_break,True
ma_grace8,360ONE.NS,2022-07-11,2023-03-13,35,16.17,ma_break,True
ma_hardstop,360ONE.NS,2022-07-11,2023-03-13,35,16.17,ma_break,True
ma_break,360ONE.NS,2023-06-26,2025-02-03,84,132.1,ma_break,True
ma_2closes,360ONE.NS,2023-06-26,2025-02-10,85,131.06,ma_break,True
ma_buffer3,360ONE.NS,2023-06-26,2025-02-03,84,132.1,ma_break,True
ma_grace8,360ONE.NS,2023-06-26,2025-02-03,84,132.1,ma_break,True
ma_hardstop,360ONE.NS,2023-06-26,2025-02-03,84,132.1,ma_break,True
fixed_52w,360ONE.NS,2023-07-17,2024-07-15,52,92.34,closed_52w,True
fixed_52w,360ONE.NS,2025-06-09,2026-06-08,52,2.63,closed_52w,True
ma_break,360ONE.NS,2025-06-09,2025-09-01,12,-5.79,ma_break,True
ma_2closes,360ONE.NS,2025-06-09,2026-03-02,38,-1.86,ma_break,True
ma_buffer3,360ONE.NS,2025-06-09,2026-03-09,39,-2.41,ma_break,True
ma_grace8,360ONE.NS,2025-06-09,2025-09-01,12,-5.79,ma_break,True
ma_hardstop,360ONE.NS,2025-06-09,2025-09-01,12,-5.79,ma_break,True
ma_break,360ONE.NS,2025-10-20,2025-11-17,4,-8.66,ma_break,True
ma_grace8,360ONE.NS,2025-10-20,2026-02-02,15,-6.09,ma_break,True
ma_hardstop,360ONE.NS,2025-10-20,2025-11-17,4,-8.66,ma_break,True
ma_break,360ONE.NS,2025-11-24,2026-02-02,10,-5.14,ma_break,True
ma_hardstop,360ONE.NS,2025-11-24,2026-02-02,10,-5.14,ma_break,True
ma_break,360ONE.NS,2026-04-20,2026-04-27,1,-6.33,ma_break,True
ma_2closes,360ONE.NS,2026-04-20,2026-05-04,2,-5.78,ma_break,True
ma_buffer3,360ONE.NS,2026-04-20,2026-04-27,1,-6.33,ma_break,True
ma_grace8,360ONE.NS,2026-04-20,2026-06-29,10,-2.25,ma_break,True
ma_hardstop,360ONE.NS,2026-04-20,2026-04-27,1,-6.33,ma_break,True
ma_break,360ONE.NS,2026-05-11,2026-06-08,4,-4.52,ma_break,True
ma_2closes,360ONE.NS,2026-05-11,2026-08-10,13,5.53,still_open,False
ma_buffer3,360ONE.NS,2026-05-11,2026-08-10,13,5.53,still_open,False
ma_hardstop,360ONE.NS,2026-05-11,2026-06-08,4,-4.52,ma_break,True
fixed_52w,3IINFOLTD.NS,2021-11-29,2022-11-28,52,-62.46,closed_52w,True
ma_break,3IINFOLTD.NS,2021-11-29,2022-01-24,8,-28.88,ma_break,True
ma_2closes,3IINFOLTD.NS,2021-11-29,2022-01-31,9,-30.72,ma_break,True
ma_buffer3,3IINFOLTD.NS,2021-11-29,2022-01-24,8,-28.88,ma_break,True
ma_grace8,3IINFOLTD.NS,2021-11-29,2022-01-31,9,-30.72,ma_break,True
ma_hardstop,3IINFOLTD.NS,2021-11-29,2022-01-17,7,-20.01,hard_stop,True
fixed_52w,5PAISA.NS,2021-11-01,2022-10-31,52,-27.48,closed_52w,True
ma_break,5PAISA.NS,2021-11-01,2021-11-08,1,-0.31,ma_break,True
ma_2closes,5PAISA.NS,2021-11-01,2021-11-15,2,-2.58,ma_break,True
ma_buffer3,5PAISA.NS,2021-11-01,2021-11-15,2,-2.58,ma_break,True
ma_grace8,5PAISA.NS,2021-11-01,2022-01-03,9,-8.17,ma_break,True
ma_hardstop,5PAISA.NS,2021-11-01,2021-11-08,1,-0.31,ma_break,True
fixed_52w,5PAISA.NS,2024-04-08,2025-04-07,52,-36.76,closed_52w,True
ma_break,5PAISA.NS,2024-04-08,2024-05-06,4,-9.22,ma_break,True
ma_2closes,5PAISA.NS,2024-04-08,2024-05-13,5,-9.79,ma_break,True
ma_buffer3,5PAISA.NS,2024-04-08,2024-05-13,5,-9.79,ma_break,True
ma_grace8,5PAISA.NS,2024-04-08,2024-06-10,9,-8.16,ma_break,True
ma_hardstop,5PAISA.NS,2024-04-08,2024-05-06,4,-9.22,ma_break,True
fixed_52w,63MOONS.NS,2024-10-21,2025-10-20,52,56.6,closed_52w,True
ma_break,63MOONS.NS,2024-10-21,2025-04-28,27,32.67,ma_break,True
ma_2closes,63MOONS.NS,2024-10-21,2025-05-05,28,31.28,ma_break,True
ma_buffer3,63MOONS.NS,2024-10-21,2025-04-28,27,32.67,ma_break,True
ma_grace8,63MOONS.NS,2024-10-21,2025-04-28,27,32.67,ma_break,True
ma_hardstop,63MOONS.NS,2024-10-21,2025-04-28,27,32.67,ma_break,True
fixed_52w,63MOONS.NS,2025-12-01,2026-08-10,36,-12.45,data_end,False
ma_break,63MOONS.NS,2025-12-01,2025-12-08,1,-9.57,ma_break,True
ma_2closes,63MOONS.NS,2025-12-01,2025-12-15,2,-15.05,ma_break,True
ma_buffer3,63MOONS.NS,2025-12-01,2025-12-08,1,-9.57,ma_break,True
ma_grace8,63MOONS.NS,2025-12-01,2026-02-02,9,-29.81,ma_break,True
ma_hardstop,63MOONS.NS,2025-12-01,2025-12-08,1,-9.57,ma_break,True
ma_break,63MOONS.NS,2026-07-20,2026-08-10,3,9.21,still_open,False
ma_2closes,63MOONS.NS,2026-07-20,2026-08-10,3,9.21,still_open,False
ma_buffer3,63MOONS.NS,2026-07-20,2026-08-10,3,9.21,still_open,False
ma_grace8,63MOONS.NS,2026-07-20,2026-08-10,3,9.21,still_open,False
ma_hardstop,63MOONS.NS,2026-07-20,2026-08-10,3,9.21,still_open,False
fixed_52w,AADHARHFC.NS,2025-05-12,2026-05-11,52,-0.49,closed_52w,True
ma_break,AADHARHFC.NS,2025-05-12,2025-11-24,28,3.9,ma_break,True
ma_2closes,AADHARHFC.NS,2025-05-12,2025-12-01,29,3.56,ma_break,True
ma_buffer3,AADHARHFC.NS,2025-05-12,2026-01-12,35,2.28,ma_break,True
ma_grace8,AADHARHFC.NS,2025-05-12,2025-11-24,28,3.9,ma_break,True
ma_hardstop,AADHARHFC.NS,2025-05-12,2025-11-24,28,3.9,ma_break,True
ma_break,AADHARHFC.NS,2026-01-05,2026-01-12,1,-5.83,ma_break,True
ma_2closes,AADHARHFC.NS,2026-01-05,2026-01-19,2,-7.02,ma_break,True
ma_grace8,AADHARHFC.NS,2026-01-05,2026-03-09,9,-12.85,ma_break,True
ma_hardstop,AADHARHFC.NS,2026-01-05,2026-01-12,1,-5.83,ma_break,True
fixed_52w,AARTIDRUGS.NS,2022-10-10,2023-10-09,52,5.1,closed_52w,True
ma_break,AARTIDRUGS.NS,2022-10-10,2023-01-23,15,-14.01,ma_break,True
ma_2closes,AARTIDRUGS.NS,2022-10-10,2023-01-30,16,-19.58,ma_break,True
ma_buffer3,AARTIDRUGS.NS,2022-10-10,2023-01-23,15,-14.01,ma_break,True
ma_grace8,AARTIDRUGS.NS,2022-10-10,2023-01-23,15,-14.01,ma_break,True
ma_hardstop,AARTIDRUGS.NS,2022-10-10,2023-01-23,15,-14.01,ma_break,True
ma_break,AARTIDRUGS.NS,2023-05-08,2023-10-30,25,4.77,ma_break,True
ma_2closes,AARTIDRUGS.NS,2023-05-08,2023-11-06,26,2.66,ma_break,True
ma_buffer3,AARTIDRUGS.NS,2023-05-08,2023-10-30,25,4.77,ma_break,True
ma_grace8,AARTIDRUGS.NS,2023-05-08,2023-10-30,25,4.77,ma_break,True
ma_hardstop,AARTIDRUGS.NS,2023-05-08,2023-10-30,25,4.77,ma_break,True
fixed_52w,AARTIDRUGS.NS,2025-05-26,2026-05-25,52,-19.65,closed_52w,True
ma_break,AARTIDRUGS.NS,2025-05-26,2025-11-17,25,-2.26,ma_break,True
ma_2closes,AARTIDRUGS.NS,2025-05-26,2025-11-24,26,-6.51,ma_break,True
ma_buffer3,AARTIDRUGS.NS,2025-05-26,2025-11-24,26,-6.51,ma_break,True
ma_grace8,AARTIDRUGS.NS,2025-05-26,2025-11-17,25,-2.26,ma_break,True
ma_hardstop,AARTIDRUGS.NS,2025-05-26,2025-11-17,25,-2.26,ma_break,True
fixed_52w,AARTIDRUGS.NS,2026-07-20,2026-08-10,3,-0.47,data_end,False
ma_break,AARTIDRUGS.NS,2026-07-20,2026-08-10,3,-0.47,still_open,False
ma_2closes,AARTIDRUGS.NS,2026-07-20,2026-08-10,3,-0.47,still_open,False
ma_buffer3,AARTIDRUGS.NS,2026-07-20,2026-08-10,3,-0.47,still_open,False
ma_grace8,AARTIDRUGS.NS,2026-07-20,2026-08-10,3,-0.47,still_open,False
ma_hardstop,AARTIDRUGS.NS,2026-07-20,2026-08-10,3,-0.47,still_open,False
fixed_52w,AARTIIND.NS,2017-09-04,2018-09-03,52,53.15,closed_52w,True
ma_break,AARTIIND.NS,2017-09-04,2017-10-09,5,-0.3,ma_break,True
ma_2closes,AARTIIND.NS,2017-09-04,2017-11-20,11,0.72,ma_break,True
ma_buffer3,AARTIIND.NS,2017-09-04,2018-10-01,56,30.49,ma_break,True
ma_grace8,AARTIIND.NS,2017-09-04,2017-11-13,10,2.65,ma_break,True
ma_hardstop,AARTIIND.NS,2017-09-04,2017-10-09,5,-0.3,ma_break,True
ma_break,AARTIIND.NS,2017-11-06,2017-11-13,1,-2.35,ma_break,True
ma_hardstop,AARTIIND.NS,2017-11-06,2017-11-13,1,-2.35,ma_break,True
ma_break,AARTIIND.NS,2017-12-04,2017-12-11,1,-3.14,ma_break,True
ma_2closes,AARTIIND.NS,2017-12-04,2018-10-08,44,29.82,ma_break,True
ma_grace8,AARTIIND.NS,2017-12-04,2018-10-01,43,25.91,ma_break,True
ma_hardstop,AARTIIND.NS,2017-12-04,2017-12-11,1,-3.14,ma_break,True
ma_break,AARTIIND.NS,2017-12-18,2018-10-01,41,21.27,ma_break,True
ma_hardstop,AARTIIND.NS,2017-12-18,2018-10-01,41,21.27,ma_break,True
fixed_52w,AARTIIND.NS,2018-10-15,2019-10-14,52,25.75,closed_52w,True
ma_break,AARTIIND.NS,2018-10-15,2018-10-22,1,-6.42,ma_break,True
ma_2closes,AARTIIND.NS,2018-10-15,2018-10-29,2,-4.46,ma_break,True
ma_buffer3,AARTIIND.NS,2018-10-15,2019-08-26,45,20.34,ma_break,True
ma_grace8,AARTIIND.NS,2018-10-15,2019-08-26,45,20.34,ma_break,True
ma_hardstop,AARTIIND.NS,2018-10-15,2018-10-22,1,-6.42,ma_break,True
fixed_52w,AARTIIND.NS,2019-10-28,2020-10-26,52,15.1,closed_52w,True
ma_break,AARTIIND.NS,2019-10-28,2019-11-11,2,-6.93,ma_break,True
ma_2closes,AARTIIND.NS,2019-10-28,2019-11-18,3,-6.63,ma_break,True
ma_buffer3,AARTIIND.NS,2019-10-28,2019-12-09,6,-9.61,ma_break,True
ma_grace8,AARTIIND.NS,2019-10-28,2020-03-23,21,-19.64,ma_break,True
ma_hardstop,AARTIIND.NS,2019-10-28,2019-11-11,2,-6.93,ma_break,True
ma_break,AARTIIND.NS,2019-11-25,2019-12-09,2,-5.24,ma_break,True
ma_2closes,AARTIIND.NS,2019-11-25,2019-12-16,3,-6.34,ma_break,True
ma_hardstop,AARTIIND.NS,2019-11-25,2019-12-09,2,-5.24,ma_break,True
ma_break,AARTIIND.NS,2020-01-13,2020-03-23,10,-18.23,ma_break,True
ma_2closes,AARTIIND.NS,2020-01-13,2020-03-30,11,-13.54,ma_break,True
ma_buffer3,AARTIIND.NS,2020-01-13,2020-03-23,10,-18.23,ma_break,True
ma_hardstop,AARTIIND.NS,2020-01-13,2020-03-23,10,-18.23,ma_break,True
fixed_52w,AARTIIND.NS,2020-11-09,2021-11-08,52,69.84,closed_52w,True
ma_break,AARTIIND.NS,2020-11-09,2022-02-21,67,70.75,ma_break,True
ma_2closes,AARTIIND.NS,2020-11-09,2022-02-28,68,66.02,ma_break,True
ma_buffer3,AARTIIND.NS,2020-11-09,2022-02-28,68,66.02,ma_break,True
ma_grace8,AARTIIND.NS,2020-11-09,2022-02-21,67,70.75,ma_break,True
ma_hardstop,AARTIIND.NS,2020-11-09,2022-02-21,67,70.75,ma_break,True
fixed_52w,AARTIIND.NS,2023-12-25,2024-12-23,52,-31.49,closed_52w,True
ma_break,AARTIIND.NS,2023-12-25,2024-05-27,22,3.62,ma_break,True
ma_2closes,AARTIIND.NS,2023-12-25,2024-06-03,23,6.29,ma_break,True
ma_buffer3,AARTIIND.NS,2023-12-25,2024-06-03,23,6.29,ma_break,True
ma_grace8,AARTIIND.NS,2023-12-25,2024-05-27,22,3.62,ma_break,True
ma_hardstop,AARTIIND.NS,2023-12-25,2024-05-27,22,3.62,ma_break,True
ma_break,AARTIIND.NS,2024-06-17,2024-07-22,5,-2.47,ma_break,True
ma_2closes,AARTIIND.NS,2024-06-17,2024-08-26,10,-7.75,ma_break,True
ma_buffer3,AARTIIND.NS,2024-06-17,2024-08-19,9,-10.47,ma_break,True
ma_grace8,AARTIIND.NS,2024-06-17,2024-08-19,9,-10.47,ma_break,True
ma_hardstop,AARTIIND.NS,2024-06-17,2024-07-22,5,-2.47,ma_break,True
ma_break,AARTIIND.NS,2024-07-29,2024-08-19,3,-14.62,ma_break,True
ma_hardstop,AARTIIND.NS,2024-07-29,2024-08-19,3,-14.62,ma_break,True
fixed_52w,AARTIIND.NS,2026-02-09,2026-08-10,26,18.68,data_end,False
ma_break,AARTIIND.NS,2026-02-09,2026-08-10,26,18.68,still_open,False
ma_2closes,AARTIIND.NS,2026-02-09,2026-08-10,26,18.68,still_open,False
ma_buffer3,AARTIIND.NS,2026-02-09,2026-08-10,26,18.68,still_open,False
ma_grace8,AARTIIND.NS,2026-02-09,2026-08-10,26,18.68,still_open,False
ma_hardstop,AARTIIND.NS,2026-02-09,2026-08-10,26,18.68,still_open,False
fixed_52w,AARTIPHARM.NS,2024-01-29,2025-01-27,52,9.87,closed_52w,True
ma_break,AARTIPHARM.NS,2024-01-29,2024-03-18,7,-17.81,ma_break,True
ma_2closes,AARTIPHARM.NS,2024-01-29,2024-04-08,10,-15.41,ma_break,True
ma_buffer3,AARTIPHARM.NS,2024-01-29,2024-04-01,9,-13.92,ma_break,True
ma_grace8,AARTIPHARM.NS,2024-01-29,2024-04-01,9,-13.92,ma_break,True
ma_hardstop,AARTIPHARM.NS,2024-01-29,2024-03-18,7,-17.81,ma_break,True
ma_break,AARTIPHARM.NS,2024-03-25,2024-04-01,1,0.01,ma_break,True
ma_hardstop,AARTIPHARM.NS,2024-03-25,2024-04-01,1,0.01,ma_break,True
ma_break,AARTIPHARM.NS,2024-04-22,2024-12-16,34,21.9,ma_break,True
ma_2closes,AARTIPHARM.NS,2024-04-22,2024-12-23,35,14.19,ma_break,True
ma_buffer3,AARTIPHARM.NS,2024-04-22,2024-12-23,35,14.19,ma_break,True
ma_grace8,AARTIPHARM.NS,2024-04-22,2024-12-16,34,21.9,ma_break,True
ma_hardstop,AARTIPHARM.NS,2024-04-22,2024-12-16,34,21.9,ma_break,True
ma_break,AARTIPHARM.NS,2024-12-30,2025-01-27,4,-8.89,ma_break,True
ma_2closes,AARTIPHARM.NS,2024-12-30,2025-02-03,5,-13.81,ma_break,True
ma_buffer3,AARTIPHARM.NS,2024-12-30,2025-02-03,5,-13.81,ma_break,True
ma_grace8,AARTIPHARM.NS,2024-12-30,2025-08-18,33,12.23,ma_break,True
ma_hardstop,AARTIPHARM.NS,2024-12-30,2025-01-27,4,-8.89,ma_break,True
fixed_52w,AARTIPHARM.NS,2026-05-11,2026-08-10,13,11.17,data_end,False
ma_break,AARTIPHARM.NS,2026-05-11,2026-05-18,1,-7.97,ma_break,True
ma_2closes,AARTIPHARM.NS,2026-05-11,2026-05-25,2,-6.78,ma_break,True
ma_buffer3,AARTIPHARM.NS,2026-05-11,2026-06-01,3,-17.14,ma_break,True
ma_grace8,AARTIPHARM.NS,2026-05-11,2026-07-27,11,-10.59,ma_break,True
ma_hardstop,AARTIPHARM.NS,2026-05-11,2026-05-18,1,-7.97,ma_break,True
fixed_52w,AAVAS.NS,2019-10-07,2020-10-05,52,-10.73,closed_52w,True
ma_break,AAVAS.NS,2019-10-07,2020-03-23,24,-32.84,ma_break,True
ma_2closes,AAVAS.NS,2019-10-07,2020-03-30,25,-28.93,ma_break,True
ma_buffer3,AAVAS.NS,2019-10-07,2020-03-23,24,-32.84,ma_break,True
ma_grace8,AAVAS.NS,2019-10-07,2020-03-23,24,-32.84,ma_break,True
ma_hardstop,AAVAS.NS,2019-10-07,2020-03-23,24,-32.84,ma_break,True
fixed_52w,AAVAS.NS,2021-01-11,2022-01-10,52,42.53,closed_52w,True
ma_break,AAVAS.NS,2021-01-11,2021-08-23,32,24.18,ma_break,True
ma_2closes,AAVAS.NS,2021-01-11,2021-12-20,49,27.79,ma_break,True
ma_buffer3,AAVAS.NS,2021-01-11,2021-12-20,49,27.79,ma_break,True
ma_grace8,AAVAS.NS,2021-01-11,2021-08-23,32,24.18,ma_break,True
ma_hardstop,AAVAS.NS,2021-01-11,2021-08-23,32,24.18,ma_break,True
ma_break,AAVAS.NS,2021-10-04,2021-12-13,10,1.45,ma_break,True
ma_grace8,AAVAS.NS,2021-10-04,2021-12-13,10,1.45,ma_break,True
ma_hardstop,AAVAS.NS,2021-10-04,2021-12-13,10,1.45,ma_break,True
ma_break,AAVAS.NS,2022-01-10,2022-03-07,8,-10.16,ma_break,True
ma_2closes,AAVAS.NS,2022-01-10,2022-03-14,9,-10.86,ma_break,True
ma_buffer3,AAVAS.NS,2022-01-10,2022-03-14,9,-10.86,ma_break,True
ma_grace8,AAVAS.NS,2022-01-10,2022-03-14,9,-10.86,ma_break,True
ma_hardstop,AAVAS.NS,2022-01-10,2022-03-07,8,-10.16,ma_break,True
fixed_52w,AAVAS.NS,2022-01-24,2023-01-23,52,-33.63,closed_52w,True
fixed_52w,AAVAS.NS,2024-06-17,2025-06-16,52,-2.31,closed_52w,True
ma_break,AAVAS.NS,2024-06-17,2024-10-28,19,-9.41,ma_break,True
ma_2closes,AAVAS.NS,2024-06-17,2024-11-04,20,-9.95,ma_break,True
ma_buffer3,AAVAS.NS,2024-06-17,2024-11-11,21,-10.48,ma_break,True
ma_grace8,AAVAS.NS,2024-06-17,2024-10-28,19,-9.41,ma_break,True
ma_hardstop,AAVAS.NS,2024-06-17,2024-10-28,19,-9.41,ma_break,True
ma_break,AAVAS.NS,2025-06-02,2025-08-04,9,-9.43,ma_break,True
ma_2closes,AAVAS.NS,2025-06-02,2025-08-11,10,-6.28,ma_break,True
ma_buffer3,AAVAS.NS,2025-06-02,2025-08-04,9,-9.43,ma_break,True
ma_grace8,AAVAS.NS,2025-06-02,2025-08-04,9,-9.43,ma_break,True
ma_hardstop,AAVAS.NS,2025-06-02,2025-08-04,9,-9.43,ma_break,True
fixed_52w,AAVAS.NS,2025-06-30,2026-06-29,52,-24.96,closed_52w,True
ma_break,AAVAS.NS,2026-06-22,2026-08-10,7,2.45,still_open,False
ma_2closes,AAVAS.NS,2026-06-22,2026-08-10,7,2.45,still_open,False
ma_buffer3,AAVAS.NS,2026-06-22,2026-08-10,7,2.45,still_open,False
ma_grace8,AAVAS.NS,2026-06-22,2026-08-10,7,2.45,still_open,False
ma_hardstop,AAVAS.NS,2026-06-22,2026-08-10,7,2.45,still_open,False
fixed_52w,AAVAS.NS,2026-07-06,2026-08-10,5,-8.06,data_end,False
fixed_52w,ABB.NS,2017-08-21,2018-08-20,52,-3.29,closed_52w,True
ma_break,ABB.NS,2017-08-21,2017-08-28,1,-1.4,ma_break,True
ma_2closes,ABB.NS,2017-08-21,2017-09-04,2,-2.64,ma_break,True
ma_buffer3,ABB.NS,2017-08-21,2017-09-04,2,-2.64,ma_break,True
ma_grace8,ABB.NS,2017-08-21,2017-10-23,9,-1.77,ma_break,True
ma_hardstop,ABB.NS,2017-08-21,2017-08-28,1,-1.4,ma_break,True
ma_break,ABB.NS,2017-09-18,2017-10-02,2,-2.17,ma_break,True
ma_2closes,ABB.NS,2017-09-18,2017-10-09,3,-2.19,ma_break,True
ma_buffer3,ABB.NS,2017-09-18,2017-10-16,4,-5.47,ma_break,True
ma_hardstop,ABB.NS,2017-09-18,2017-10-02,2,-2.17,ma_break,True
ma_break,ABB.NS,2018-01-22,2018-03-19,8,-16.29,ma_break,True
ma_2closes,ABB.NS,2018-01-22,2018-03-26,9,-20.05,ma_break,True
ma_buffer3,ABB.NS,2018-01-22,2018-03-19,8,-16.29,ma_break,True
ma_grace8,ABB.NS,2018-01-22,2018-03-26,9,-20.05,ma_break,True
ma_hardstop,ABB.NS,2018-01-22,2018-03-19,8,-16.29,ma_break,True
fixed_52w,ABB.NS,2018-09-24,2019-09-23,52,7.58,closed_52w,True
ma_break,ABB.NS,2018-09-24,2018-10-29,5,-14.45,ma_break,True
ma_2closes,ABB.NS,2018-09-24,2019-01-28,18,-12.93,ma_break,True
ma_buffer3,ABB.NS,2018-09-24,2019-01-28,18,-12.93,ma_break,True
ma_grace8,ABB.NS,2018-09-24,2019-01-21,17,-11.18,ma_break,True
ma_hardstop,ABB.NS,2018-09-24,2018-10-29,5,-14.45,ma_break,True
ma_break,ABB.NS,2018-11-26,2019-01-21,8,-5.4,ma_break,True
ma_hardstop,ABB.NS,2018-11-26,2019-01-21,8,-5.4,ma_break,True
ma_break,ABB.NS,2019-04-08,2019-07-29,16,1.3,ma_break,True
ma_2closes,ABB.NS,2019-04-08,2019-08-05,17,-1.68,ma_break,True
ma_buffer3,ABB.NS,2019-04-08,2019-08-26,20,-0.88,ma_break,True
ma_grace8,ABB.NS,2019-04-08,2019-07-29,16,1.3,ma_break,True
ma_hardstop,ABB.NS,2019-04-08,2019-07-29,16,1.3,ma_break,True
fixed_52w,ABB.NS,2019-09-30,2020-09-28,52,-38.18,closed_52w,True
ma_break,ABB.NS,2019-09-30,2019-11-25,8,-8.76,ma_break,True
ma_2closes,ABB.NS,2019-09-30,2019-12-02,9,-6.16,ma_break,True
ma_buffer3,ABB.NS,2019-09-30,2019-11-25,8,-8.76,ma_break,True
ma_grace8,ABB.NS,2019-09-30,2019-12-02,9,-6.16,ma_break,True
ma_hardstop,ABB.NS,2019-09-30,2019-11-25,8,-8.76,ma_break,True
ma_break,ABB.NS,2020-01-13,2020-01-20,1,-5.84,ma_break,True
ma_2closes,ABB.NS,2020-01-13,2020-02-24,6,-11.49,ma_break,True
ma_buffer3,ABB.NS,2020-01-13,2020-02-17,5,-9.39,ma_break,True
ma_grace8,ABB.NS,2020-01-13,2020-03-16,9,-27.8,ma_break,True
ma_hardstop,ABB.NS,2020-01-13,2020-01-20,1,-5.84,ma_break,True
fixed_52w,ABB.NS,2020-12-21,2021-12-20,52,80.72,closed_52w,True
ma_break,ABB.NS,2020-12-21,2022-03-28,66,59.79,ma_break,True
ma_2closes,ABB.NS,2020-12-21,2022-12-26,105,116.78,ma_break,True
ma_buffer3,ABB.NS,2020-12-21,2022-03-28,66,59.79,ma_break,True
ma_grace8,ABB.NS,2020-12-21,2022-03-28,66,59.79,ma_break,True
ma_hardstop,ABB.NS,2020-12-21,2022-03-28,66,59.79,ma_break,True
fixed_52w,ABB.NS,2024-02-26,2025-02-24,52,-7.75,closed_52w,True
ma_break,ABB.NS,2024-02-26,2024-10-28,35,40.72,ma_break,True
ma_2closes,ABB.NS,2024-02-26,2024-11-04,36,39.29,ma_break,True
ma_buffer3,ABB.NS,2024-02-26,2024-10-28,35,40.72,ma_break,True
ma_grace8,ABB.NS,2024-02-26,2024-10-28,35,40.72,ma_break,True
ma_hardstop,ABB.NS,2024-02-26,2024-10-28,35,40.72,ma_break,True
fixed_52w,ABB.NS,2026-02-02,2026-08-10,27,41.24,data_end,False
ma_break,ABB.NS,2026-02-02,2026-08-10,27,41.24,still_open,False
ma_2closes,ABB.NS,2026-02-02,2026-08-10,27,41.24,still_open,False
ma_buffer3,ABB.NS,2026-02-02,2026-08-10,27,41.24,still_open,False
ma_grace8,ABB.NS,2026-02-02,2026-08-10,27,41.24,still_open,False
ma_hardstop,ABB.NS,2026-02-02,2026-08-10,27,41.24,still_open,False
fixed_52w,ABBOTINDIA.NS,2021-08-02,2022-08-01,52,8.67,closed_52w,True
ma_break,ABBOTINDIA.NS,2021-08-02,2021-12-13,19,-1.1,ma_break,True
ma_2closes,ABBOTINDIA.NS,2021-08-02,2021-12-20,20,-5.83,ma_break,True
ma_buffer3,ABBOTINDIA.NS,2021-08-02,2021-12-20,20,-5.83,ma_break,True
ma_grace8,ABBOTINDIA.NS,2021-08-02,2021-12-13,19,-1.1,ma_break,True
ma_hardstop,ABBOTINDIA.NS,2021-08-02,2021-12-13,19,-1.1,ma_break,True
ma_break,ABBOTINDIA.NS,2022-01-03,2022-01-10,1,-6.05,ma_break,True
ma_2closes,ABBOTINDIA.NS,2022-01-03,2022-01-17,2,-9.05,ma_break,True
ma_buffer3,ABBOTINDIA.NS,2022-01-03,2022-01-10,1,-6.05,ma_break,True
ma_grace8,ABBOTINDIA.NS,2022-01-03,2022-03-07,9,-13.34,ma_break,True
ma_hardstop,ABBOTINDIA.NS,2022-01-03,2022-01-10,1,-6.05,ma_break,True
ma_break,ABBOTINDIA.NS,2022-05-23,2022-09-19,17,-1.8,ma_break,True
ma_2closes,ABBOTINDIA.NS,2022-05-23,2022-09-26,18,-0.4,ma_break,True
ma_buffer3,ABBOTINDIA.NS,2022-05-23,2025-01-27,140,55.86,ma_break,True
ma_grace8,ABBOTINDIA.NS,2022-05-23,2022-09-19,17,-1.8,ma_break,True
ma_hardstop,ABBOTINDIA.NS,2022-05-23,2022-09-19,17,-1.8,ma_break,True
fixed_52w,ABBOTINDIA.NS,2022-10-03,2023-10-02,52,21.74,closed_52w,True
ma_break,ABBOTINDIA.NS,2022-10-03,2022-10-17,2,-5.92,ma_break,True
ma_2closes,ABBOTINDIA.NS,2022-10-03,2023-12-18,63,20.22,ma_break,True
ma_grace8,ABBOTINDIA.NS,2022-10-03,2023-05-22,33,8.12,ma_break,True
ma_hardstop,ABBOTINDIA.NS,2022-10-03,2022-10-17,2,-5.92,ma_break,True
ma_break,ABBOTINDIA.NS,2022-10-31,2023-05-22,29,8.92,ma_break,True
ma_hardstop,ABBOTINDIA.NS,2022-10-31,2023-05-22,29,8.92,ma_break,True
ma_break,ABBOTINDIA.NS,2023-10-02,2023-10-16,2,-4.06,ma_break,True
