variant,ticker,entry_date,exit_date,weeks_held,ret_pct,reason,completed
ma_buffer3,DPABHUSHAN.NS,2025-05-19,2025-05-26,1,-6.45,ma_break,True
ma_grace8,DPABHUSHAN.NS,2025-05-19,2025-09-29,19,-7.64,ma_break,True
ma_hardstop,DPABHUSHAN.NS,2025-05-19,2025-05-26,1,-6.45,ma_break,True
ma_break,DPABHUSHAN.NS,2025-07-21,2025-09-29,10,-11.39,ma_break,True
ma_2closes,DPABHUSHAN.NS,2025-07-21,2025-10-06,11,-10.9,ma_break,True
ma_buffer3,DPABHUSHAN.NS,2025-07-21,2025-10-06,11,-10.9,ma_break,True
ma_hardstop,DPABHUSHAN.NS,2025-07-21,2025-09-29,10,-11.39,ma_break,True
fixed_52w,DPABHUSHAN.NS,2026-07-20,2026-08-10,3,6.68,data_end,False
ma_break,DPABHUSHAN.NS,2026-07-20,2026-08-10,3,6.68,still_open,False
ma_2closes,DPABHUSHAN.NS,2026-07-20,2026-08-10,3,6.68,still_open,False
ma_buffer3,DPABHUSHAN.NS,2026-07-20,2026-08-10,3,6.68,still_open,False
ma_grace8,DPABHUSHAN.NS,2026-07-20,2026-08-10,3,6.68,still_open,False
ma_hardstop,DPABHUSHAN.NS,2026-07-20,2026-08-10,3,6.68,still_open,False
fixed_52w,DPSCLTD.NS,2021-11-29,2022-11-28,52,-49.18,closed_52w,True
ma_break,DPSCLTD.NS,2021-11-29,2022-01-03,5,-33.95,ma_break,True
ma_2closes,DPSCLTD.NS,2021-11-29,2022-01-31,9,-36.84,ma_break,True
ma_buffer3,DPSCLTD.NS,2021-11-29,2022-01-24,8,-37.61,ma_break,True
ma_grace8,DPSCLTD.NS,2021-11-29,2022-01-31,9,-36.84,ma_break,True
ma_hardstop,DPSCLTD.NS,2021-11-29,2021-12-20,3,-23.38,hard_stop,True
fixed_52w,DPSCLTD.NS,2024-07-29,2025-07-28,52,-43.35,closed_52w,True
ma_break,DPSCLTD.NS,2024-07-29,2024-09-09,6,-18.95,ma_break,True
ma_2closes,DPSCLTD.NS,2024-07-29,2024-10-28,13,-25.55,ma_break,True
ma_buffer3,DPSCLTD.NS,2024-07-29,2024-10-28,13,-25.55,ma_break,True
ma_grace8,DPSCLTD.NS,2024-07-29,2024-10-21,12,-16.85,ma_break,True
ma_hardstop,DPSCLTD.NS,2024-07-29,2024-09-09,6,-18.95,ma_break,True
fixed_52w,DREAMFOLKS.NS,2023-11-20,2024-11-18,52,-26.11,closed_52w,True
ma_break,DREAMFOLKS.NS,2023-11-20,2023-11-27,1,-3.85,ma_break,True
ma_2closes,DREAMFOLKS.NS,2023-11-20,2023-12-04,2,-0.81,ma_break,True
ma_buffer3,DREAMFOLKS.NS,2023-11-20,2023-12-11,3,-5.93,ma_break,True
ma_grace8,DREAMFOLKS.NS,2023-11-20,2024-01-22,9,-7.02,ma_break,True
ma_hardstop,DREAMFOLKS.NS,2023-11-20,2023-11-27,1,-3.85,ma_break,True
fixed_52w,DREDGECORP.NS,2017-11-13,2018-11-12,52,-51.97,closed_52w,True
ma_break,DREDGECORP.NS,2017-11-13,2018-03-12,17,-11.45,ma_break,True
ma_2closes,DREDGECORP.NS,2017-11-13,2018-04-02,20,-21.84,ma_break,True
ma_buffer3,DREDGECORP.NS,2017-11-13,2018-03-26,19,-20.78,ma_break,True
ma_grace8,DREDGECORP.NS,2017-11-13,2018-03-12,17,-11.45,ma_break,True
ma_hardstop,DREDGECORP.NS,2017-11-13,2018-03-12,17,-11.45,ma_break,True
fixed_52w,DREDGECORP.NS,2024-09-30,2025-09-29,52,-33.78,closed_52w,True
ma_break,DREDGECORP.NS,2024-09-30,2024-10-28,4,-1.03,ma_break,True
ma_2closes,DREDGECORP.NS,2024-09-30,2024-11-25,8,-14.48,ma_break,True
ma_buffer3,DREDGECORP.NS,2024-09-30,2024-10-28,4,-1.03,ma_break,True
ma_grace8,DREDGECORP.NS,2024-09-30,2024-12-02,9,-6.49,ma_break,True
ma_hardstop,DREDGECORP.NS,2024-09-30,2024-10-28,4,-1.03,ma_break,True
fixed_52w,DREDGECORP.NS,2025-11-03,2026-08-10,40,49.24,data_end,False
ma_break,DREDGECORP.NS,2025-11-03,2026-03-30,21,2.26,ma_break,True
ma_2closes,DREDGECORP.NS,2025-11-03,2026-04-06,22,8.66,ma_break,True
ma_buffer3,DREDGECORP.NS,2025-11-03,2026-03-30,21,2.26,ma_break,True
ma_grace8,DREDGECORP.NS,2025-11-03,2026-03-30,21,2.26,ma_break,True
ma_hardstop,DREDGECORP.NS,2025-11-03,2026-03-30,21,2.26,ma_break,True
fixed_52w,DRREDDY.NS,2018-08-27,2019-08-26,52,4.76,closed_52w,True
ma_break,DRREDDY.NS,2018-08-27,2019-05-27,39,8.3,ma_break,True
ma_2closes,DRREDDY.NS,2018-08-27,2019-06-03,40,8.95,ma_break,True
ma_buffer3,DRREDDY.NS,2018-08-27,2019-06-10,41,6.02,ma_break,True
ma_grace8,DRREDDY.NS,2018-08-27,2019-05-27,39,8.3,ma_break,True
ma_hardstop,DRREDDY.NS,2018-08-27,2019-05-27,39,8.3,ma_break,True
ma_break,DRREDDY.NS,2019-07-29,2019-08-05,1,-7.2,ma_break,True
ma_2closes,DRREDDY.NS,2019-07-29,2019-08-12,2,-5.34,ma_break,True
ma_buffer3,DRREDDY.NS,2019-07-29,2019-08-05,1,-7.2,ma_break,True
ma_grace8,DRREDDY.NS,2019-07-29,2019-10-07,10,-3.25,ma_break,True
ma_hardstop,DRREDDY.NS,2019-07-29,2019-08-05,1,-7.2,ma_break,True
fixed_52w,DRREDDY.NS,2019-09-09,2020-09-07,52,62.02,closed_52w,True
ma_break,DRREDDY.NS,2019-09-09,2019-10-07,4,-3.93,ma_break,True
ma_2closes,DRREDDY.NS,2019-09-09,2019-10-14,5,-3.13,ma_break,True
ma_buffer3,DRREDDY.NS,2019-09-09,2021-02-01,73,67.87,ma_break,True
ma_hardstop,DRREDDY.NS,2019-09-09,2019-10-07,4,-3.93,ma_break,True
ma_break,DRREDDY.NS,2019-10-28,2021-02-01,66,63.9,ma_break,True
ma_2closes,DRREDDY.NS,2019-10-28,2021-02-08,67,74.89,ma_break,True
ma_grace8,DRREDDY.NS,2019-10-28,2021-02-01,66,63.9,ma_break,True
ma_hardstop,DRREDDY.NS,2019-10-28,2021-02-01,66,63.9,ma_break,True
fixed_52w,DRREDDY.NS,2022-07-04,2023-07-03,52,19.32,closed_52w,True
ma_break,DRREDDY.NS,2022-07-04,2022-08-01,4,-4.75,ma_break,True
ma_2closes,DRREDDY.NS,2022-07-04,2022-08-08,5,-4.35,ma_break,True
ma_buffer3,DRREDDY.NS,2022-07-04,2022-08-01,4,-4.75,ma_break,True
ma_grace8,DRREDDY.NS,2022-07-04,2022-09-05,9,-3.47,ma_break,True
ma_hardstop,DRREDDY.NS,2022-07-04,2022-08-01,4,-4.75,ma_break,True
ma_break,DRREDDY.NS,2023-02-13,2023-05-15,13,-1.14,ma_break,True
ma_2closes,DRREDDY.NS,2023-02-13,2023-05-22,14,-2.5,ma_break,True
ma_buffer3,DRREDDY.NS,2023-02-13,2024-11-18,92,35.31,ma_break,True
ma_grace8,DRREDDY.NS,2023-02-13,2023-05-15,13,-1.14,ma_break,True
ma_hardstop,DRREDDY.NS,2023-02-13,2023-05-15,13,-1.14,ma_break,True
ma_break,DRREDDY.NS,2023-06-12,2024-05-20,49,24.19,ma_break,True
ma_2closes,DRREDDY.NS,2023-06-12,2024-05-27,50,25.61,ma_break,True
ma_grace8,DRREDDY.NS,2023-06-12,2024-05-20,49,24.19,ma_break,True
ma_hardstop,DRREDDY.NS,2023-06-12,2024-05-20,49,24.19,ma_break,True
fixed_52w,DRREDDY.NS,2024-01-08,2025-01-06,52,15.53,closed_52w,True
ma_break,DRREDDY.NS,2024-07-29,2024-11-04,14,-9.29,ma_break,True
ma_2closes,DRREDDY.NS,2024-07-29,2024-11-11,15,-7.53,ma_break,True
ma_grace8,DRREDDY.NS,2024-07-29,2024-11-04,14,-9.29,ma_break,True
ma_hardstop,DRREDDY.NS,2024-07-29,2024-11-04,14,-9.29,ma_break,True
ma_break,DRREDDY.NS,2024-12-23,2025-01-20,4,-4.24,ma_break,True
ma_2closes,DRREDDY.NS,2024-12-23,2025-01-27,5,-10.4,ma_break,True
ma_buffer3,DRREDDY.NS,2024-12-23,2025-01-27,5,-10.4,ma_break,True
ma_grace8,DRREDDY.NS,2024-12-23,2025-02-24,9,-15.73,ma_break,True
ma_hardstop,DRREDDY.NS,2024-12-23,2025-01-20,4,-4.24,ma_break,True
fixed_52w,DRREDDY.NS,2025-06-09,2026-06-08,52,-3.61,closed_52w,True
ma_break,DRREDDY.NS,2025-06-09,2025-11-03,21,-9.56,ma_break,True
ma_2closes,DRREDDY.NS,2025-06-09,2025-11-10,22,-9.37,ma_break,True
ma_buffer3,DRREDDY.NS,2025-06-09,2025-11-03,21,-9.56,ma_break,True
ma_grace8,DRREDDY.NS,2025-06-09,2025-11-03,21,-9.56,ma_break,True
ma_hardstop,DRREDDY.NS,2025-06-09,2025-11-03,21,-9.56,ma_break,True
ma_break,DRREDDY.NS,2026-02-16,2026-04-06,7,-3.24,ma_break,True
ma_2closes,DRREDDY.NS,2026-02-16,2026-04-13,8,-3.41,ma_break,True
ma_buffer3,DRREDDY.NS,2026-02-16,2026-04-06,7,-3.24,ma_break,True
ma_grace8,DRREDDY.NS,2026-02-16,2026-04-20,9,-2.06,ma_break,True
ma_hardstop,DRREDDY.NS,2026-02-16,2026-04-06,7,-3.24,ma_break,True
fixed_52w,DYCL.NS,2025-05-19,2026-05-18,52,-28.8,closed_52w,True
ma_break,DYCL.NS,2025-05-19,2025-11-03,24,-4.03,ma_break,True
ma_2closes,DYCL.NS,2025-05-19,2025-11-10,25,-12.26,ma_break,True
ma_buffer3,DYCL.NS,2025-05-19,2025-11-10,25,-12.26,ma_break,True
ma_grace8,DYCL.NS,2025-05-19,2025-11-03,24,-4.03,ma_break,True
ma_hardstop,DYCL.NS,2025-05-19,2025-11-03,24,-4.03,ma_break,True
ma_break,DYCL.NS,2026-05-11,2026-05-18,1,-28.54,ma_break,True
ma_2closes,DYCL.NS,2026-05-11,2026-05-25,2,-27.9,ma_break,True
ma_buffer3,DYCL.NS,2026-05-11,2026-05-18,1,-28.54,ma_break,True
ma_grace8,DYCL.NS,2026-05-11,2026-08-10,13,6.4,still_open,False
ma_hardstop,DYCL.NS,2026-05-11,2026-05-18,1,-28.54,hard_stop,True
fixed_52w,DYNAMATECH.NS,2024-08-26,2025-08-25,52,-14.21,closed_52w,True
ma_break,DYNAMATECH.NS,2024-08-26,2024-10-28,9,-7.98,ma_break,True
ma_2closes,DYNAMATECH.NS,2024-08-26,2024-11-04,10,0.76,ma_break,True
ma_buffer3,DYNAMATECH.NS,2024-08-26,2024-10-28,9,-7.98,ma_break,True
ma_grace8,DYNAMATECH.NS,2024-08-26,2024-10-28,9,-7.98,ma_break,True
ma_hardstop,DYNAMATECH.NS,2024-08-26,2024-10-28,9,-7.98,ma_break,True
ma_break,DYNAMATECH.NS,2024-12-02,2025-01-20,7,-2.62,ma_break,True
ma_2closes,DYNAMATECH.NS,2024-12-02,2025-01-27,8,-8.7,ma_break,True
ma_buffer3,DYNAMATECH.NS,2024-12-02,2025-01-27,8,-8.7,ma_break,True
ma_grace8,DYNAMATECH.NS,2024-12-02,2025-02-03,9,-7.37,ma_break,True
ma_hardstop,DYNAMATECH.NS,2024-12-02,2025-01-20,7,-2.62,ma_break,True
fixed_52w,DYNAMATECH.NS,2025-10-13,2026-08-10,43,44.18,data_end,False
ma_break,DYNAMATECH.NS,2025-10-13,2026-08-10,43,44.18,still_open,False
ma_2closes,DYNAMATECH.NS,2025-10-13,2026-08-10,43,44.18,still_open,False
ma_buffer3,DYNAMATECH.NS,2025-10-13,2026-08-10,43,44.18,still_open,False
ma_grace8,DYNAMATECH.NS,2025-10-13,2026-08-10,43,44.18,still_open,False
ma_hardstop,DYNAMATECH.NS,2025-10-13,2026-08-10,43,44.18,still_open,False
fixed_52w,E2E.NS,2025-09-15,2026-08-10,47,119.3,data_end,False
ma_break,E2E.NS,2025-09-15,2025-11-17,9,-14.6,ma_break,True
ma_2closes,E2E.NS,2025-09-15,2025-11-24,10,-18.78,ma_break,True
ma_buffer3,E2E.NS,2025-09-15,2025-11-24,10,-18.78,ma_break,True
ma_grace8,E2E.NS,2025-09-15,2025-11-17,9,-14.6,ma_break,True
ma_hardstop,E2E.NS,2025-09-15,2025-11-17,9,-14.6,ma_break,True
ma_break,E2E.NS,2026-02-23,2026-03-02,1,-16.45,ma_break,True
ma_2closes,E2E.NS,2026-02-23,2026-03-09,2,-24.8,ma_break,True
ma_buffer3,E2E.NS,2026-02-23,2026-03-09,2,-24.8,ma_break,True
ma_grace8,E2E.NS,2026-02-23,2026-08-10,24,128.51,still_open,False
ma_hardstop,E2E.NS,2026-02-23,2026-03-02,1,-16.45,ma_break,True
ma_break,E2E.NS,2026-04-20,2026-08-10,16,137.32,still_open,False
ma_2closes,E2E.NS,2026-04-20,2026-08-10,16,137.32,still_open,False
ma_buffer3,E2E.NS,2026-04-20,2026-08-10,16,137.32,still_open,False
ma_hardstop,E2E.NS,2026-04-20,2026-08-10,16,137.32,still_open,False
fixed_52w,EASEMYTRIP.NS,2022-03-28,2023-03-27,52,1.11,closed_52w,True
ma_break,EASEMYTRIP.NS,2022-03-28,2022-10-03,27,9.4,ma_break,True
ma_2closes,EASEMYTRIP.NS,2022-03-28,2022-10-24,30,14.51,ma_break,True
ma_buffer3,EASEMYTRIP.NS,2022-03-28,2022-11-07,32,9.27,ma_break,True
ma_grace8,EASEMYTRIP.NS,2022-03-28,2022-10-03,27,9.4,ma_break,True
ma_hardstop,EASEMYTRIP.NS,2022-03-28,2022-10-03,27,9.4,ma_break,True
ma_break,EASEMYTRIP.NS,2023-01-02,2023-01-30,4,-5.42,ma_break,True
ma_2closes,EASEMYTRIP.NS,2023-01-02,2023-02-06,5,0.27,ma_break,True
ma_buffer3,EASEMYTRIP.NS,2023-01-02,2023-01-30,4,-5.42,ma_break,True
ma_grace8,EASEMYTRIP.NS,2023-01-02,2023-03-06,9,-4.76,ma_break,True
ma_hardstop,EASEMYTRIP.NS,2023-01-02,2023-01-30,4,-5.42,ma_break,True
ma_break,EASEMYTRIP.NS,2023-02-13,2023-02-20,1,-4.57,ma_break,True
ma_2closes,EASEMYTRIP.NS,2023-02-13,2023-02-27,2,-8.25,ma_break,True
ma_buffer3,EASEMYTRIP.NS,2023-02-13,2023-02-20,1,-4.57,ma_break,True
ma_hardstop,EASEMYTRIP.NS,2023-02-13,2023-02-20,1,-4.57,ma_break,True
fixed_52w,EASEMYTRIP.NS,2024-02-12,2025-02-10,52,-55.38,closed_52w,True
ma_break,EASEMYTRIP.NS,2024-02-12,2024-04-01,7,-19.0,ma_break,True
ma_2closes,EASEMYTRIP.NS,2024-02-12,2024-06-03,16,-18.53,ma_break,True
ma_buffer3,EASEMYTRIP.NS,2024-02-12,2024-06-03,16,-18.53,ma_break,True
ma_grace8,EASEMYTRIP.NS,2024-02-12,2024-05-13,13,-19.1,ma_break,True
ma_hardstop,EASEMYTRIP.NS,2024-02-12,2024-04-01,7,-19.0,ma_break,True
fixed_52w,EBGNG.NS,2026-07-27,2026-08-10,2,-4.18,data_end,False
ma_break,EBGNG.NS,2026-07-27,2026-08-10,2,-4.18,still_open,False
ma_2closes,EBGNG.NS,2026-07-27,2026-08-10,2,-4.18,still_open,False
ma_buffer3,EBGNG.NS,2026-07-27,2026-08-10,2,-4.18,still_open,False
ma_grace8,EBGNG.NS,2026-07-27,2026-08-10,2,-4.18,still_open,False
ma_hardstop,EBGNG.NS,2026-07-27,2026-08-10,2,-4.18,still_open,False
fixed_52w,ECLERX.NS,2017-12-25,2018-12-24,52,-26.94,closed_52w,True
ma_break,ECLERX.NS,2017-12-25,2018-02-19,8,-11.89,ma_break,True
ma_2closes,ECLERX.NS,2017-12-25,2018-02-26,9,-10.61,ma_break,True
ma_buffer3,ECLERX.NS,2017-12-25,2018-03-19,12,-14.7,ma_break,True
ma_grace8,ECLERX.NS,2017-12-25,2018-02-26,9,-10.61,ma_break,True
ma_hardstop,ECLERX.NS,2017-12-25,2018-02-19,8,-11.89,ma_break,True
ma_break,ECLERX.NS,2018-03-12,2018-03-19,1,-7.62,ma_break,True
ma_2closes,ECLERX.NS,2018-03-12,2018-03-26,2,-10.73,ma_break,True
ma_grace8,ECLERX.NS,2018-03-12,2018-05-21,10,-4.23,ma_break,True
ma_hardstop,ECLERX.NS,2018-03-12,2018-03-19,1,-7.62,ma_break,True
fixed_52w,ECLERX.NS,2020-08-17,2021-08-16,52,233.96,closed_52w,True
ma_break,ECLERX.NS,2020-08-17,2022-02-21,79,218.68,ma_break,True
ma_2closes,ECLERX.NS,2020-08-17,2022-02-28,80,225.23,ma_break,True
ma_buffer3,ECLERX.NS,2020-08-17,2022-02-21,79,218.68,ma_break,True
ma_grace8,ECLERX.NS,2020-08-17,2022-02-21,79,218.68,ma_break,True
ma_hardstop,ECLERX.NS,2020-08-17,2022-02-21,79,218.68,ma_break,True
fixed_52w,ECLERX.NS,2023-02-06,2024-02-05,52,64.34,closed_52w,True
ma_break,ECLERX.NS,2023-02-06,2023-03-20,6,-8.61,ma_break,True
ma_2closes,ECLERX.NS,2023-02-06,2023-03-27,7,-11.93,ma_break,True
ma_buffer3,ECLERX.NS,2023-02-06,2023-03-27,7,-11.93,ma_break,True
ma_grace8,ECLERX.NS,2023-02-06,2023-04-10,9,-11.13,ma_break,True
ma_hardstop,ECLERX.NS,2023-02-06,2023-03-20,6,-8.61,ma_break,True
ma_break,ECLERX.NS,2023-05-29,2024-05-06,49,55.35,ma_break,True
ma_2closes,ECLERX.NS,2023-05-29,2024-05-13,50,49.76,ma_break,True
ma_buffer3,ECLERX.NS,2023-05-29,2024-05-13,50,49.76,ma_break,True
ma_grace8,ECLERX.NS,2023-05-29,2024-05-06,49,55.35,ma_break,True
ma_hardstop,ECLERX.NS,2023-05-29,2024-05-06,49,55.35,ma_break,True
fixed_52w,ECLERX.NS,2024-08-26,2025-08-25,52,53.3,closed_52w,True
ma_break,ECLERX.NS,2024-08-26,2025-03-03,27,2.65,ma_break,True
ma_2closes,ECLERX.NS,2024-08-26,2025-03-10,28,0.29,ma_break,True
ma_buffer3,ECLERX.NS,2024-08-26,2025-03-03,27,2.65,ma_break,True
ma_grace8,ECLERX.NS,2024-08-26,2025-03-03,27,2.65,ma_break,True
ma_hardstop,ECLERX.NS,2024-08-26,2025-03-03,27,2.65,ma_break,True
ma_break,ECLERX.NS,2025-05-19,2026-02-09,38,28.33,ma_break,True
ma_2closes,ECLERX.NS,2025-05-19,2026-02-16,39,9.67,ma_break,True
ma_buffer3,ECLERX.NS,2025-05-19,2026-02-16,39,9.67,ma_break,True
ma_grace8,ECLERX.NS,2025-05-19,2026-02-09,38,28.33,ma_break,True
ma_hardstop,ECLERX.NS,2025-05-19,2026-02-09,38,28.33,ma_break,True
fixed_52w,ECLERX.NS,2026-07-20,2026-08-10,3,-1.81,data_end,False
ma_break,ECLERX.NS,2026-07-20,2026-08-10,3,-1.81,still_open,False
ma_2closes,ECLERX.NS,2026-07-20,2026-08-10,3,-1.81,still_open,False
ma_buffer3,ECLERX.NS,2026-07-20,2026-08-10,3,-1.81,still_open,False
ma_grace8,ECLERX.NS,2026-07-20,2026-08-10,3,-1.81,still_open,False
ma_hardstop,ECLERX.NS,2026-07-20,2026-08-10,3,-1.81,still_open,False
fixed_52w,EDELWEISS.NS,2018-07-30,2019-07-29,52,-49.78,closed_52w,True
ma_break,EDELWEISS.NS,2018-07-30,2018-08-27,4,-8.66,ma_break,True
ma_2closes,EDELWEISS.NS,2018-07-30,2018-09-03,5,-6.42,ma_break,True
ma_buffer3,EDELWEISS.NS,2018-07-30,2018-09-10,6,-13.47,ma_break,True
ma_grace8,EDELWEISS.NS,2018-07-30,2018-10-01,9,-37.6,ma_break,True
ma_hardstop,EDELWEISS.NS,2018-07-30,2018-08-27,4,-8.66,ma_break,True
fixed_52w,EDELWEISS.NS,2020-08-31,2021-08-30,52,-1.13,closed_52w,True
ma_break,EDELWEISS.NS,2020-08-31,2020-10-26,8,-31.85,ma_break,True
ma_2closes,EDELWEISS.NS,2020-08-31,2020-11-02,9,-33.63,ma_break,True
ma_buffer3,EDELWEISS.NS,2020-08-31,2020-11-02,9,-33.63,ma_break,True
ma_grace8,EDELWEISS.NS,2020-08-31,2020-11-02,9,-33.63,ma_break,True
ma_hardstop,EDELWEISS.NS,2020-08-31,2020-09-28,4,-31.19,hard_stop,True
ma_break,EDELWEISS.NS,2020-12-07,2021-01-25,7,-15.86,ma_break,True
ma_2closes,EDELWEISS.NS,2020-12-07,2021-02-01,8,-24.35,ma_break,True
ma_buffer3,EDELWEISS.NS,2020-12-07,2021-01-25,7,-15.86,ma_break,True
ma_grace8,EDELWEISS.NS,2020-12-07,2021-02-08,9,-18.01,ma_break,True
ma_hardstop,EDELWEISS.NS,2020-12-07,2021-01-25,7,-15.86,ma_break,True
ma_break,EDELWEISS.NS,2021-03-15,2021-04-05,3,-18.47,ma_break,True
ma_2closes,EDELWEISS.NS,2021-03-15,2021-04-26,6,-23.42,ma_break,True
ma_buffer3,EDELWEISS.NS,2021-03-15,2021-04-26,6,-23.42,ma_break,True
ma_grace8,EDELWEISS.NS,2021-03-15,2021-05-17,9,-25.8,ma_break,True
ma_hardstop,EDELWEISS.NS,2021-03-15,2021-04-05,3,-18.47,hard_stop,True
ma_break,EDELWEISS.NS,2021-07-12,2021-11-22,19,-14.01,ma_break,True
ma_2closes,EDELWEISS.NS,2021-07-12,2021-11-29,20,-18.36,ma_break,True
ma_buffer3,EDELWEISS.NS,2021-07-12,2021-11-29,20,-18.36,ma_break,True
ma_grace8,EDELWEISS.NS,2021-07-12,2021-11-22,19,-14.01,ma_break,True
ma_hardstop,EDELWEISS.NS,2021-07-12,2021-11-22,19,-14.01,ma_break,True
fixed_52w,EDELWEISS.NS,2022-09-12,2023-09-11,52,53.76,closed_52w,True
ma_break,EDELWEISS.NS,2022-09-12,2022-10-24,6,-10.75,ma_break,True
ma_2closes,EDELWEISS.NS,2022-09-12,2023-03-13,26,-12.12,ma_break,True
ma_buffer3,EDELWEISS.NS,2022-09-12,2023-03-13,26,-12.12,ma_break,True
ma_grace8,EDELWEISS.NS,2022-09-12,2023-03-06,25,-5.6,ma_break,True
ma_hardstop,EDELWEISS.NS,2022-09-12,2022-10-24,6,-10.75,ma_break,True
ma_break,EDELWEISS.NS,2022-11-28,2023-03-06,14,-5.89,ma_break,True
ma_hardstop,EDELWEISS.NS,2022-11-28,2023-03-06,14,-5.89,ma_break,True
ma_break,EDELWEISS.NS,2023-05-01,2024-03-25,47,85.45,ma_break,True
ma_2closes,EDELWEISS.NS,2023-05-01,2024-04-01,48,85.89,ma_break,True
ma_buffer3,EDELWEISS.NS,2023-05-01,2024-03-25,47,85.45,ma_break,True
ma_grace8,EDELWEISS.NS,2023-05-01,2024-03-25,47,85.45,ma_break,True
ma_hardstop,EDELWEISS.NS,2023-05-01,2024-03-25,47,85.45,ma_break,True
fixed_52w,EDELWEISS.NS,2024-08-12,2025-08-11,52,22.82,closed_52w,True
ma_break,EDELWEISS.NS,2024-08-12,2025-02-17,27,22.49,ma_break,True
ma_2closes,EDELWEISS.NS,2024-08-12,2025-02-24,28,23.74,ma_break,True
ma_buffer3,EDELWEISS.NS,2024-08-12,2025-02-17,27,22.49,ma_break,True
ma_grace8,EDELWEISS.NS,2024-08-12,2025-02-17,27,22.49,ma_break,True
ma_hardstop,EDELWEISS.NS,2024-08-12,2025-02-17,27,22.49,ma_break,True
ma_break,EDELWEISS.NS,2025-06-02,2025-08-04,9,-8.45,ma_break,True
ma_2closes,EDELWEISS.NS,2025-06-02,2025-08-11,10,-11.71,ma_break,True
ma_buffer3,EDELWEISS.NS,2025-06-02,2025-08-11,10,-11.71,ma_break,True
ma_grace8,EDELWEISS.NS,2025-06-02,2025-08-04,9,-8.45,ma_break,True
ma_hardstop,EDELWEISS.NS,2025-06-02,2025-08-04,9,-8.45,ma_break,True
fixed_52w,EDELWEISS.NS,2025-09-08,2026-08-10,48,3.42,data_end,False
ma_break,EDELWEISS.NS,2025-09-08,2025-12-08,13,-11.01,ma_break,True
ma_2closes,EDELWEISS.NS,2025-09-08,2025-12-15,14,-12.29,ma_break,True
ma_buffer3,EDELWEISS.NS,2025-09-08,2025-12-15,14,-12.29,ma_break,True
ma_grace8,EDELWEISS.NS,2025-09-08,2025-12-08,13,-11.01,ma_break,True
ma_hardstop,EDELWEISS.NS,2025-09-08,2025-12-08,13,-11.01,ma_break,True
ma_break,EDELWEISS.NS,2026-01-05,2026-01-12,1,-7.21,ma_break,True
ma_2closes,EDELWEISS.NS,2026-01-05,2026-01-19,2,-6.25,ma_break,True
ma_buffer3,EDELWEISS.NS,2026-01-05,2026-01-26,3,-9.64,ma_break,True
ma_grace8,EDELWEISS.NS,2026-01-05,2026-03-09,9,-7.13,ma_break,True
ma_hardstop,EDELWEISS.NS,2026-01-05,2026-01-12,1,-7.21,ma_break,True
ma_break,EDELWEISS.NS,2026-02-16,2026-03-09,3,-11.14,ma_break,True
ma_2closes,EDELWEISS.NS,2026-02-16,2026-03-16,4,-10.88,ma_break,True
ma_buffer3,EDELWEISS.NS,2026-02-16,2026-03-23,5,-13.97,ma_break,True
ma_hardstop,EDELWEISS.NS,2026-02-16,2026-03-09,3,-11.14,ma_break,True
fixed_52w,EICHERMOT.NS,2018-04-16,2019-04-15,52,-33.07,closed_52w,True
ma_break,EICHERMOT.NS,2018-04-16,2018-05-07,3,-6.51,ma_break,True
ma_2closes,EICHERMOT.NS,2018-04-16,2018-07-09,12,-11.51,ma_break,True
ma_buffer3,EICHERMOT.NS,2018-04-16,2018-07-09,12,-11.51,ma_break,True
ma_grace8,EICHERMOT.NS,2018-04-16,2018-07-02,11,-9.04,ma_break,True
ma_hardstop,EICHERMOT.NS,2018-04-16,2018-05-07,3,-6.51,ma_break,True
fixed_52w,EICHERMOT.NS,2019-10-28,2020-10-26,52,-1.71,closed_52w,True
ma_break,EICHERMOT.NS,2019-10-28,2020-02-17,16,-11.66,ma_break,True
ma_2closes,EICHERMOT.NS,2019-10-28,2020-02-24,17,-12.6,ma_break,True
ma_buffer3,EICHERMOT.NS,2019-10-28,2020-02-17,16,-11.66,ma_break,True
ma_grace8,EICHERMOT.NS,2019-10-28,2020-02-17,16,-11.66,ma_break,True
ma_hardstop,EICHERMOT.NS,2019-10-28,2020-02-17,16,-11.66,ma_break,True
fixed_52w,EICHERMOT.NS,2021-03-22,2022-03-21,52,-12.17,closed_52w,True
ma_break,EICHERMOT.NS,2021-03-22,2021-04-19,4,-11.28,ma_break,True
ma_2closes,EICHERMOT.NS,2021-03-22,2021-04-26,5,-12.99,ma_break,True
ma_buffer3,EICHERMOT.NS,2021-03-22,2021-04-19,4,-11.28,ma_break,True
ma_grace8,EICHERMOT.NS,2021-03-22,2021-05-24,9,-5.06,ma_break,True
ma_hardstop,EICHERMOT.NS,2021-03-22,2021-04-19,4,-11.28,ma_break,True
fixed_52w,EICHERMOT.NS,2022-05-23,2023-05-22,52,36.23,closed_52w,True
ma_break,EICHERMOT.NS,2022-05-23,2022-12-26,31,14.94,ma_break,True
ma_2closes,EICHERMOT.NS,2022-05-23,2023-01-02,32,19.09,ma_break,True
ma_buffer3,EICHERMOT.NS,2022-05-23,2022-12-26,31,14.94,ma_break,True
ma_grace8,EICHERMOT.NS,2022-05-23,2022-12-26,31,14.94,ma_break,True
ma_hardstop,EICHERMOT.NS,2022-05-23,2022-12-26,31,14.94,ma_break,True
