ticker,signal_date,entry_date,ret_pct,win,idx_above_40wma,idx_off_52wk_high,idx_13wk_ret,idx_52wk_ret,idx_weeks_above_40wma,breadth,mrs,pct_above_ma30,ma30_slope_pct,pct_off_52wk_high,pct_above_52wk_low,vol_surge_x,prior_52wk_ret,weeks_above_ma30,mcap_cr,price,candle_bullish,candle_body_pct,candle_range_pct,range_expansion_x,close_position,body_share_of_range,gap_pct,weeks_listed,listing_censored,ma_break_week
KNRCON.NS,2017-09-18,2017-09-25,-16.09,False,True,-1.2,4.07,12.83,37,25,0.424,4.46,1.89,-3.04,51.48,5.25,45.62,70,2899.0,104.74,True,4.21,15.76,2.41,0.273,0.267,0.24,139,True,34
KNRCON.NS,2019-03-04,2019-03-11,-3.05,False,True,-5.52,3.2,7.91,1,47,0.176,18.9,-0.92,-25.92,40.11,2.2,-18.0,1,3313.0,119.71,True,19.34,23.0,3.05,0.841,0.841,-0.0,215,True,22
KNRCON.NS,2020-08-17,2020-08-24,135.63,True,True,-7.94,25.8,5.01,6,78,0.879,17.18,-3.44,-12.22,40.66,2.74,15.69,1,3585.0,129.53,True,18.86,22.93,2.38,0.909,0.836,2.17,291,True,-1
KNRCON.NS,2023-02-27,2023-03-06,2.5,False,True,-5.89,-5.89,8.3,32,27,0.422,7.94,0.17,-12.68,24.54,1.1,-12.58,5,7387.0,266.92,True,6.93,11.28,1.49,0.901,0.633,0.48,423,True,5
KNRCON.NS,2024-05-27,2024-06-03,-39.75,False,True,-1.86,0.86,21.56,58,50,1.081,19.03,0.13,0.0,35.89,7.06,26.62,2,8780.0,317.26,True,16.19,23.81,3.24,0.799,0.697,0.48,488,True,18
KOLTEPATIL.NS,2019-09-09,2019-09-16,-37.85,False,False,-7.1,-6.32,-3.81,0,33,1.128,12.93,-1.24,-1.87,27.0,1.5,-6.45,2,2194.0,254.79,True,12.77,16.51,1.93,0.795,0.776,-0.15,242,True,9
KOLTEPATIL.NS,2020-12-21,2020-12-28,26.29,False,True,-0.08,24.42,12.28,24,35,0.746,38.4,5.19,-10.76,99.54,2.27,-5.72,13,2005.0,232.79,True,10.21,36.64,3.79,0.897,0.336,-0.96,309,True,17
KOLTEPATIL.NS,2022-08-22,2022-08-29,53.87,True,True,-4.25,7.38,5.11,5,84,0.648,16.38,-1.66,-8.62,41.81,3.6,28.48,2,2612.0,303.28,True,12.84,24.26,2.6,0.65,0.543,-1.69,396,True,16
KOLTEPATIL.NS,2024-04-08,2024-04-15,-38.79,False,True,0.0,2.85,26.31,51,92,1.484,12.69,0.81,0.0,128.3,3.76,121.7,1,4760.0,552.7,True,14.79,19.77,2.07,0.839,0.76,0.59,481,True,3
KOLTEPATIL.NS,2025-05-19,2025-05-26,-14.03,False,True,-5.06,9.02,8.26,5,145,0.312,16.26,-1.03,-12.52,55.68,1.21,-23.58,2,3352.0,389.2,True,2.99,5.82,0.69,0.598,0.516,0.98,539,True,23
KOTAKBANK.NS,2017-11-13,2017-11-20,14.16,False,True,-1.62,4.54,27.37,45,54,0.309,3.27,1.91,-5.46,43.85,0.86,31.39,41,201492.0,203.22,True,3.35,4.83,1.13,0.857,0.7,-0.34,147,True,6
KOTAKBANK.NS,2019-03-11,2019-03-18,-6.04,False,True,-2.17,5.75,12.08,2,40,0.148,8.57,-0.38,-5.64,27.63,1.06,24.99,9,261086.0,263.33,True,7.04,8.54,1.68,0.865,0.827,-0.07,216,True,51
KOTAKBANK.NS,2020-10-26,2020-11-02,32.05,False,True,-5.75,5.14,-2.09,16,42,0.163,17.73,0.8,-8.87,35.64,2.56,-2.06,5,305039.0,307.66,True,10.61,18.9,3.04,0.786,0.583,1.15,301,True,23
KOTAKBANK.NS,2022-05-23,2022-05-30,-0.57,False,False,-10.83,-1.84,5.94,0,21,0.952,5.11,-1.47,-10.37,17.67,1.35,8.13,1,383845.0,387.14,True,5.09,5.91,1.0,0.965,0.866,1.25,383,True,1
KOTAKBANK.NS,2024-12-30,2025-01-06,16.63,False,False,-8.31,-4.04,10.57,0,51,0.172,2.34,0.6,-3.46,19.01,1.06,-0.38,1,363549.0,366.67,True,4.17,6.89,1.72,0.88,0.616,0.29,519,True,0
KPIGREEN.NS,2025-07-07,2025-07-14,-21.73,False,True,-3.93,10.17,2.64,12,140,0.1,17.39,-0.55,-26.49,49.63,0.86,-15.43,8,9995.0,520.3,True,0.23,7.46,0.76,0.513,0.032,0.52,206,False,10
KPIL.NS,2019-02-25,2019-03-04,-17.62,False,False,-6.99,-0.12,3.87,0,33,0.173,13.03,-0.01,-19.58,45.46,1.5,-18.32,2,6133.0,362.57,True,10.55,14.49,1.53,0.803,0.735,1.57,214,True,24
KPIL.NS,2020-11-30,2020-12-07,15.49,False,True,0.0,16.98,11.22,21,79,0.264,36.92,6.08,-25.51,92.55,0.64,-21.9,16,5288.0,312.6,True,5.61,9.28,1.15,0.782,0.614,0.0,306,True,36
KPIL.NS,2022-08-22,2022-08-29,72.32,True,True,-4.25,7.38,5.11,5,84,0.097,6.5,-0.22,-10.33,15.71,3.32,2.45,5,6378.0,377.06,True,7.03,11.8,1.93,0.825,0.611,-0.69,396,True,37
KPIL.NS,2023-12-25,2024-01-01,82.94,True,True,0.0,10.66,20.03,36,49,0.623,13.67,3.43,0.0,45.22,4.24,28.53,27,11729.0,693.38,True,12.37,15.46,2.19,0.8,0.8,-0.0,466,True,42
KPIL.NS,2025-06-23,2025-06-30,14.05,False,True,-2.07,9.01,6.78,10,73,0.065,15.91,-0.0,-12.15,44.35,0.62,5.18,7,20591.0,1217.25,True,6.67,10.08,1.07,0.739,0.666,-0.08,544,True,21
KPITTECH.NS,2020-08-03,2020-08-10,307.55,True,True,-9.22,21.21,0.94,4,49,0.186,21.39,-3.7,-23.47,116.94,2.61,-3.04,1,2048.0,76.03,True,21.06,28.84,2.31,0.86,0.753,1.17,67,False,-1
KPITTECH.NS,2024-04-29,2024-05-06,-19.32,False,True,-0.19,2.85,24.39,54,63,0.756,4.93,3.05,-11.03,71.67,2.01,74.41,1,40588.0,1506.73,True,6.83,10.45,1.21,0.886,0.668,1.59,262,False,0
KPRMILL.NS,2017-12-25,2018-01-01,-32.27,False,True,0.0,7.58,28.65,51,50,0.147,3.96,0.09,-5.77,42.65,4.05,40.9,2,5422.0,154.69,True,2.82,6.64,0.97,0.755,0.433,-0.0,153,True,4
KPRMILL.NS,2019-10-14,2019-10-21,13.48,False,True,-2.19,2.12,13.18,1,22,0.109,3.65,-0.06,-5.71,15.95,1.23,-4.39,1,4102.0,117.04,True,8.12,11.58,1.94,0.914,0.718,0.01,247,True,18
KPRMILL.NS,2022-08-15,2022-08-22,11.91,False,True,-3.16,9.17,7.95,4,55,0.396,1.74,-2.72,-18.92,78.63,1.31,74.86,1,21010.0,599.41,True,6.49,9.29,1.06,0.698,0.698,0.0,395,True,1
KPRMILL.NS,2024-01-08,2024-01-15,22.99,False,True,0.0,10.85,21.93,38,61,0.194,5.47,3.7,-9.47,53.59,1.03,51.35,49,27180.0,775.45,True,2.87,4.79,0.61,0.981,0.61,0.57,468,True,3
KPRMILL.NS,2025-03-17,2025-03-24,-8.83,False,False,-10.8,-1.01,5.67,0,33,0.632,0.42,0.0,-18.54,22.08,0.5,18.35,1,32523.0,927.87,True,4.11,8.5,0.85,0.965,0.503,0.0,530,True,0
KRBL.NS,2020-02-03,2020-02-10,-32.41,False,True,-2.06,1.6,10.55,17,60,0.018,21.42,0.04,-21.75,44.22,0.79,-19.88,8,6372.0,268.3,True,9.5,36.19,3.1,0.983,0.325,-0.73,263,True,4
KRBL.NS,2021-09-27,2021-10-04,17.08,False,True,-1.8,11.51,53.56,64,63,1.454,38.0,5.15,0.0,81.95,1.54,12.94,18,7373.0,310.43,True,11.65,15.98,1.68,0.785,0.735,0.86,349,True,5
KRBL.NS,2023-08-07,2023-08-14,-28.12,False,True,-1.6,6.08,9.78,16,78,0.14,9.05,0.03,-5.23,44.73,1.58,55.65,3,9368.0,394.46,True,0.04,7.16,1.06,0.47,0.005,4.64,446,True,9
KRBL.NS,2025-02-03,2025-02-10,22.13,False,False,-10.0,-2.44,8.16,0,19,0.287,2.65,-0.77,-13.83,14.36,0.98,-15.0,1,7094.0,298.69,True,8.62,10.26,1.29,0.896,0.845,0.02,524,True,0
KRSNAA.NS,2023-08-28,2023-09-04,16.66,False,True,-1.57,4.86,10.81,19,93,2.392,28.43,3.92,0.0,78.29,1.81,34.03,6,2140.0,638.31,True,11.48,12.8,1.44,0.948,0.902,1.06,106,False,25
KRSNAA.NS,2024-09-02,2024-09-09,9.56,False,True,-1.52,6.71,25.39,72,95,0.064,17.25,0.26,0.0,32.56,1.18,10.37,10,2496.0,744.76,True,3.07,12.33,1.63,0.562,0.258,0.69,159,False,22
KSB.NS,2017-09-04,2017-09-11,0.36,False,True,-1.31,2.76,12.05,35,46,0.411,7.91,1.88,-6.06,29.85,0.68,20.95,4,2426.0,139.67,True,5.75,11.74,1.58,0.833,0.508,-0.14,137,True,21
KSB.NS,2018-10-22,2018-10-29,-12.57,False,False,-14.13,-11.07,-2.84,0,13,0.56,2.14,-0.67,-10.41,17.49,1.84,0.53,1,2621.0,150.88,True,4.53,13.44,1.67,0.855,0.36,2.29,196,True,0
KSB.NS,2020-01-13,2020-01-20,-3.93,False,True,0.0,5.92,13.25,14,73,0.127,9.83,-0.23,0.0,27.06,1.5,0.22,4,2381.0,137.07,True,2.39,6.74,0.96,0.93,0.367,1.72,260,True,5
KSB.NS,2021-02-22,2021-03-01,43.66,False,True,-4.18,12.03,29.7,33,88,0.703,27.97,3.96,0.0,79.07,3.98,10.62,17,2421.0,139.38,True,7.22,20.36,2.97,0.534,0.367,0.0,318,True,48
KSB.NS,2022-03-21,2022-03-28,71.94,True,True,-6.46,0.88,18.24,2,25,0.507,0.24,-0.62,-7.83,42.27,4.1,39.39,1,4117.0,237.02,True,4.41,13.95,1.75,0.455,0.322,1.77,374,True,42
KSB.NS,2023-07-17,2023-07-24,130.18,True,True,0.0,12.03,18.1,13,52,0.094,6.73,1.73,-2.87,48.82,1.03,51.86,23,7487.0,431.04,True,4.59,7.49,1.22,0.817,0.622,0.58,443,True,-1
KSB.NS,2025-05-26,2025-06-02,-4.57,False,True,-5.46,11.87,9.85,6,164,0.175,14.91,-0.98,-15.01,42.02,0.38,-10.07,4,14627.0,842.04,True,4.53,7.23,0.92,0.815,0.635,0.88,540,True,20
KSCL.NS,2018-06-18,2018-06-25,-19.63,False,True,-2.24,8.24,13.02,12,13,0.117,12.01,-0.03,-16.87,25.54,1.8,-8.64,4,2810.0,545.1,True,2.55,7.44,1.08,0.58,0.349,0.44,178,True,14
KSCL.NS,2019-09-09,2019-09-16,14.07,False,False,-7.1,-6.32,-3.81,0,33,0.433,11.33,-1.88,-13.12,28.51,0.6,-17.53,3,2537.0,492.12,True,5.72,8.56,1.08,0.908,0.681,-0.14,242,True,3
KSCL.NS,2020-10-12,2020-10-19,-3.18,False,True,-4.78,7.9,0.86,14,21,0.441,9.32,3.75,-16.35,81.08,0.46,11.34,20,2710.0,525.81,True,2.88,8.48,0.7,0.812,0.353,1.7,299,True,1
KSCL.NS,2022-05-30,2022-06-06,-8.44,False,False,-9.57,2.09,5.83,0,22,0.038,5.32,0.65,-25.06,17.97,0.61,-19.06,12,2854.0,553.67,True,0.8,6.19,0.75,0.129,0.129,0.51,384,True,1
KSCL.NS,2023-07-03,2023-07-10,74.11,True,True,0.0,9.85,19.18,11,41,0.354,7.71,0.33,-0.55,32.86,8.76,14.55,1,2833.0,549.54,True,9.23,14.73,2.87,0.698,0.633,0.62,441,True,37
KSL.NS,2024-01-01,2024-01-08,91.11,True,True,-0.09,10.47,21.56,37,88,1.528,14.34,4.58,-3.63,79.15,2.7,46.11,2,2126.0,498.16,True,5.98,17.27,1.92,0.37,0.347,0.51,467,True,30
KSL.NS,2025-06-23,2025-06-30,-4.71,False,True,-2.07,9.01,6.78,10,73,0.364,8.8,0.53,-20.68,33.85,2.08,1.3,2,3887.0,910.79,True,6.05,10.86,1.18,0.813,0.572,-0.1,544,True,12
KTKBANK.NS,2017-08-21,2017-08-28,-19.97,False,True,-2.08,2.73,14.98,33,33,0.337,1.82,2.86,-12.48,48.7,0.44,28.27,1,4141.0,110.6,True,2.96,9.99,1.23,0.881,0.313,0.55,135,True,1
KTKBANK.NS,2019-01-07,2019-01-14,-33.58,False,False,-7.58,3.08,1.06,0,26,0.042,6.2,-0.36,-25.01,20.81,1.72,-28.71,3,3257.0,86.99,True,0.52,5.38,0.78,0.75,0.1,0.48,207,True,17
KTKBANK.NS,2021-01-04,2021-01-11,3.66,False,True,0.0,20.42,17.06,26,61,0.311,38.15,6.07,-9.97,85.16,2.24,-4.36,10,2059.0,54.98,True,8.99,12.4,1.71,0.861,0.736,1.03,311,True,23
KTKBANK.NS,2022-05-30,2022-06-06,135.71,True,False,-9.57,2.09,5.83,0,22,0.715,4.38,-1.61,-14.12,23.01,1.67,4.91,1,2192.0,58.54,True,5.24,8.57,1.31,0.611,0.611,4.48,384,True,44
KTKBANK.NS,2024-04-01,2024-04-08,-22.49,False,True,0.0,3.7,27.92,50,112,0.181,0.37,0.36,-13.24,90.3,1.52,87.74,1,8480.0,226.48,True,4.15,5.63,0.66,0.805,0.739,1.71,480,True,0
LALPATHLAB.NS,2018-03-12,2018-03-19,19.74,False,True,-7.9,-1.34,11.3,62,28,0.072,4.46,1.35,-7.38,20.59,0.44,-5.37,19,6828.0,420.0,True,0.54,5.93,1.2,0.351,0.092,0.22,116,False,0
LALPATHLAB.NS,2019-05-13,2019-05-20,40.15,False,True,-2.96,6.37,7.65,11,25,0.644,7.75,1.28,-1.54,28.36,2.21,23.6,1,8180.0,503.19,True,9.74,13.02,1.78,0.888,0.761,-1.0,177,False,43
LALPATHLAB.NS,2020-12-21,2020-12-28,66.95,True,True,-0.08,24.42,12.28,24,35,0.262,16.14,4.83,-1.73,70.06,0.97,52.77,26,17678.0,1087.49,True,2.89,8.78,1.13,0.887,0.345,1.22,261,False,49
LALPATHLAB.NS,2023-09-18,2023-09-25,40.79,False,True,-2.57,5.4,13.54,22,40,0.067,12.31,2.25,-8.8,29.41,1.38,-6.5,14,18514.0,1138.95,False,-1.03,5.4,0.99,0.181,0.195,1.21,404,False,17
LALPATHLAB.NS,2025-07-21,2025-07-28,24.99,False,True,-5.13,3.32,0.01,14,93,0.236,11.54,-0.07,-11.69,33.46,0.78,0.76,10,24720.0,1520.66,True,2.96,7.33,1.29,0.716,0.413,-0.5,500,False,17
LANDMARK.NS,2023-12-11,2023-12-18,-23.9,False,True,0.0,6.26,17.45,34,31,0.444,7.65,2.58,-1.56,73.78,0.85,,5,3157.0,791.72,True,0.93,9.68,1.28,0.561,0.101,0.34,51,False,8
LAOPALA.NS,2017-11-27,2017-12-04,-28.15,False,True,-3.16,1.48,25.16,47,50,1.314,20.94,0.46,0.0,39.06,4.02,19.01,9,3101.0,281.88,True,12.0,24.97,4.01,0.53,0.486,0.65,149,True,16
LAOPALA.NS,2020-02-17,2020-02-24,5.86,False,True,-2.2,1.4,11.95,19,38,1.287,26.88,0.23,-1.88,57.88,1.01,8.75,6,2140.0,194.56,True,6.23,17.15,2.38,0.633,0.379,2.63,265,True,3
LAOPALA.NS,2021-05-17,2021-05-24,0.52,False,True,0.0,1.29,67.88,45,58,0.284,16.85,0.78,0.0,74.75,7.13,68.7,1,2631.0,239.21,True,19.13,32.54,4.22,0.637,0.596,1.5,330,True,39
LAOPALA.NS,2022-08-22,2022-08-29,27.72,False,True,-4.25,7.38,5.11,5,84,0.384,10.65,-3.27,-16.74,39.45,0.79,28.47,2,3616.0,328.76,True,8.32,13.81,1.48,0.863,0.623,-0.05,396,True,21
LAOPALA.NS,2023-09-18,2023-09-25,-16.3,False,True,-2.57,5.4,13.54,22,40,0.129,6.48,2.12,-8.26,29.07,0.66,21.32,22,4441.0,403.73,True,0.54,9.98,1.49,0.371,0.056,0.71,452,True,7
LATENTVIEW.NS,2023-08-07,2023-08-14,25.37,False,True,-1.6,6.08,9.78,16,78,0.109,11.22,0.75,-2.32,22.69,3.24,9.92,7,8150.0,393.95,True,2.99,12.22,1.95,0.478,0.252,0.25,89,False,30
LAURUSLABS.NS,2020-01-06,2020-01-13,365.33,True,True,-0.12,8.42,13.54,13,61,0.42,13.83,0.92,-0.38,25.35,1.9,6.26,4,4024.0,77.15,True,4.58,7.6,0.97,0.675,0.606,-0.22,159,False,9
LAURUSLABS.NS,2022-03-07,2022-03-14,-48.16,False,False,-9.31,-5.03,10.64,0,24,0.429,3.81,-2.76,-18.14,63.16,0.82,59.68,1,29739.0,570.23,True,9.62,12.61,1.25,0.861,0.771,-1.74,272,False,13
LAURUSLABS.NS,2023-09-04,2023-09-11,22.69,False,True,0.0,6.77,11.14,20,99,0.018,20.87,2.21,-21.23,40.55,0.67,-25.75,13,21266.0,407.78,True,3.34,5.45,0.83,0.941,0.624,0.14,350,False,6
LAURUSLABS.NS,2024-09-09,2024-09-16,82.04,True,True,0.0,8.06,25.57,73,85,0.588,15.67,2.67,0.0,41.98,1.62,26.35,24,26260.0,503.53,True,5.31,8.36,1.36,0.688,0.638,-0.27,403,False,-1
LEMONTREE.NS,2019-04-01,2019-04-08,-77.91,False,True,-0.12,8.75,12.92,5,44,0.127,9.96,0.47,-7.05,24.71,1.09,,7,6307.0,79.75,False,-1.12,8.68,1.05,0.036,0.13,0.0,51,False,4
LEMONTREE.NS,2020-12-07,2020-12-14,1.69,False,True,0.0,17.88,11.81,22,65,1.159,60.39,10.79,-31.38,180.13,2.27,-27.03,18,3512.0,44.4,True,9.36,25.32,3.11,0.49,0.38,3.44,139,False,16
LEMONTREE.NS,2021-12-27,2022-01-03,67.41,True,True,-5.37,-1.02,23.79,77,35,0.075,2.46,1.72,-18.74,55.85,0.25,11.62,1,3686.0,46.6,True,5.91,7.69,0.64,0.91,0.776,-2.11,194,False,50
LEMONTREE.NS,2023-04-17,2023-04-24,69.2,True,False,-5.73,-2.24,2.63,0,46,1.014,3.43,-0.1,-13.88,44.21,2.81,30.63,1,6746.0,85.3,True,10.42,15.46,1.59,0.73,0.679,0.19,262,False,-1
LEMONTREE.NS,2024-12-09,2024-12-16,7.89,False,True,-5.39,-2.32,15.43,4,77,0.318,10.79,-1.18,-4.75,28.92,2.06,22.14,2,11684.0,147.73,True,6.63,9.11,1.27,0.77,0.73,0.53,348,False,8
LGBBROSLTD.NS,2022-12-26,2023-01-02,84.18,True,True,-3.16,5.91,4.33,23,62,0.124,0.4,2.67,-11.72,32.05,0.23,7.73,1,2105.0,657.79,True,2.31,4.69,0.57,0.678,0.496,0.69,414,True,2
LGBBROSLTD.NS,2024-03-18,2024-03-25,0.21,False,True,-1.76,3.5,30.4,48,37,0.265,3.11,2.21,-11.75,64.33,0.51,63.6,1,3733.0,1166.32,True,3.9,8.03,0.99,0.902,0.501,-0.11,478,True,9
LICHSGFIN.NS,2017-08-28,2017-09-04,-26.2,False,True,-0.91,3.32,13.22,34,44,0.039,2.95,2.61,-11.81,32.95,1.38,19.58,26,32275.0,589.09,True,3.59,5.13,0.91,0.919,0.708,-0.05,136,True,0
LICHSGFIN.NS,2019-03-18,2019-03-25,-54.64,False,True,-1.91,6.54,14.59,3,34,0.342,14.35,-1.47,-7.85,32.45,0.88,2.85,5,25328.0,462.3,True,2.97,4.62,0.74,0.716,0.646,0.6,217,True,18
LICHSGFIN.NS,2020-12-28,2021-01-04,0.69,False,True,0.0,22.79,14.66,25,41,0.024,27.04,5.85,-16.94,77.28,0.71,-11.79,19,18882.0,344.64,True,3.49,6.43,0.81,0.939,0.557,0.72,310,True,29
LICHSGFIN.NS,2022-07-18,2022-07-25,11.61,False,False,-8.83,-2.64,5.45,0,52,0.101,3.67,-0.63,-15.07,23.24,0.63,-15.45,1,19215.0,350.73,True,3.39,7.69,1.08,0.54,0.444,0.98,391,True,14
LICHSGFIN.NS,2023-07-31,2023-08-07,51.79,True,True,-1.15,8.01,12.18,15,87,0.289,15.0,0.0,-0.33,33.06,3.96,14.78,8,22213.0,405.45,True,3.06,11.22,2.22,0.838,0.289,0.13,445,True,-1
LICHSGFIN.NS,2024-08-19,2024-08-26,-16.23,False,True,-0.05,8.13,28.85,70,91,0.127,1.04,2.09,-14.46,57.34,0.78,63.35,1,36212.0,660.96,True,1.45,4.76,0.59,0.586,0.308,2.07,500,True,3
LICI.NS,2023-09-04,2023-09-11,53.73,True,True,0.0,6.77,11.14,20,99,0.026,12.34,0.27,-4.97,26.77,2.17,3.69,12,408723.0,322.05,True,4.2,6.8,1.99,0.617,0.617,0.19,68,False,6
LICI.NS,2025-05-26,2025-06-02,-15.35,False,True,-5.46,11.87,9.85,6,164,0.077,13.29,-1.01,-19.41,28.95,5.13,-5.24,3,584050.0,460.19,True,10.34,11.18,2.0,0.965,0.929,0.55,158,False,25
LINDEINDIA.NS,2017-11-06,2017-11-13,38.54,False,True,-1.25,6.29,24.41,44,66,0.291,8.61,-0.09,-3.75,33.25,2.27,26.09,1,3825.0,448.03,True,7.8,12.78,2.05,0.708,0.618,1.01,146,True,18
LINDEINDIA.NS,2018-11-12,2018-11-19,1.85,False,False,-8.55,-6.87,3.88,0,22,3.772,45.82,1.91,0.0,61.58,8.09,26.81,3,5329.0,624.12,True,7.37,15.88,2.34,0.636,0.476,2.92,199,True,10
LINDEINDIA.NS,2019-11-18,2019-11-25,43.99,False,True,-0.07,10.02,13.18,6,31,1.512,24.74,2.9,-17.34,54.35,8.79,1.12,9,5410.0,633.61,True,9.4,17.82,3.05,0.527,0.527,0.15,252,True,14
LINDEINDIA.NS,2022-12-12,2022-12-19,63.55,True,True,-2.28,4.21,7.56,21,60,0.287,6.17,-0.44,-12.17,42.57,1.2,45.13,2,29185.0,3418.22,True,6.13,9.36,1.48,0.949,0.672,0.09,412,True,5
LINDEINDIA.NS,2024-03-11,2024-03-18,0.2,False,True,-2.09,2.64,28.79,47,17,1.125,8.91,1.91,-1.65,65.41,6.39,71.22,1,54717.0,6408.71,True,15.02,18.2,3.22,0.849,0.828,0.38,477,True,21
LINDEINDIA.NS,2025-05-26,2025-06-02,-6.83,False,True,-5.46,11.87,9.85,6,164,0.284,17.39,-2.14,-18.85,34.68,2.35,-13.7,3,63855.0,7478.88,True,5.65,10.78,1.21,0.524,0.524,0.71,540,True,9
LLOYDSENGG.NS,2025-06-30,2025-07-07,12.5,False,True,-2.74,11.16,4.68,11,112,0.771,21.88,-1.18,-9.92,61.11,2.91,7.43,2,12128.0,79.94,True,15.74,16.42,1.38,0.96,0.959,1.16,467,False,7
LLOYDSME.NS,2024-07-08,2024-07-15,93.1,True,True,0.0,8.8,25.24,64,72,0.626,15.45,3.7,-2.09,43.23,2.02,,17,42382.0,745.41,False,-1.66,7.88,1.03,0.462,0.222,-0.44,51,False,32
LODHA.NS,2023-01-16,2023-01-23,86.95,True,True,-3.58,2.57,2.33,26,45,0.026,7.05,0.14,-14.29,30.34,1.25,-12.1,1,56008.0,555.45,True,10.0,12.93,1.69,0.847,0.78,0.01,91,False,0
LODHA.NS,2024-09-16,2024-09-23,-19.62,False,True,0.0,9.74,31.09,74,60,0.65,8.93,1.82,-12.32,89.63,1.27,88.81,1,139794.0,1386.39,True,9.48,13.86,1.2,0.918,0.704,3.64,178,False,1
LT.NS,2017-10-23,2017-10-30,11.71,False,True,0.0,3.08,19.51,42,45,0.401,7.25,1.87,0.0,40.73,1.72,27.11,39,147539.0,1075.96,True,7.14,10.71,2.77,0.843,0.679,0.29,144,True,33
LT.NS,2018-10-29,2018-11-05,5.82,False,False,-9.65,-7.11,0.96,0,27,0.657,4.43,-0.26,-2.89,14.29,1.54,11.38,1,165718.0,1208.53,True,13.09,15.5,3.28,0.861,0.846,0.3,197,True,10
LT.NS,2020-12-14,2020-12-21,47.04,False,True,0.0,19.61,12.13,23,46,0.425,33.45,5.29,-1.69,70.11,1.37,1.88,9,165145.0,1204.35,True,6.97,8.59,1.79,0.811,0.811,0.32,308,True,-1
LT.NS,2022-07-18,2022-07-25,49.82,False,False,-8.83,-2.64,5.45,0,52,0.439,2.79,-1.22,-12.44,20.16,0.97,12.34,1,233327.0,1701.59,True,4.23,5.3,0.96,0.868,0.801,1.95,391,True,-1
LT.NS,2024-05-13,2024-05-20,4.84,False,True,-0.24,1.93,23.42,56,62,0.307,1.01,1.6,-7.96,57.93,1.27,59.98,1,462446.0,3372.48,True,6.03,7.77,1.46,0.953,0.786,-0.13,486,True,19
LT.NS,2025-05-26,2025-06-02,8.32,False,True,-5.46,11.87,9.85,6,164,0.137,5.89,0.3,-5.45,17.94,0.91,0.95,3,494457.0,3605.92,True,1.64,2.56,0.55,0.781,0.642,0.44,540,True,33
LTF.NS,2020-01-13,2020-01-20,-20.22,False,True,0.0,5.92,13.25,14,73,0.247,22.53,-0.11,-15.87,57.98,0.8,-8.75,8,26615.0,109.34,True,3.46,5.43,0.72,0.714,0.639,0.9,260,True,5
LTF.NS,2021-05-17,2021-05-24,-17.86,False,True,0.0,1.29,67.88,45,58,0.179,2.59,4.48,-14.79,80.01,0.76,89.42,1,20803.0,85.46,True,6.31,7.99,0.8,0.868,0.794,0.65,330,True,3
LTF.NS,2022-08-22,2022-08-29,66.46,True,True,-4.25,7.38,5.11,5,84,0.018,6.53,-0.03,-14.95,30.37,1.56,-1.48,5,18344.0,75.36,True,5.64,17.28,2.22,0.61,0.341,-0.33,396,True,4
LTF.NS,2024-06-03,2024-06-10,11.11,False,True,0.0,3.54,25.46,59,56,0.226,4.18,1.74,-3.58,44.96,1.85,62.68,1,39396.0,161.85,True,7.29,17.46,2.26,0.945,0.453,2.65,489,True,8
LTFOODS.NS,2021-03-08,2021-03-15,21.12,False,True,-0.87,11.23,50.99,35,54,0.988,14.89,1.16,0.0,284.14,2.26,277.24,2,2066.0,59.37,True,3.17,11.54,1.53,0.358,0.277,1.27,320,True,21
LTFOODS.NS,2022-03-21,2022-03-28,25.69,False,True,-6.46,0.88,18.24,2,25,0.303,8.86,0.77,-11.58,24.42,1.09,38.18,2,2589.0,74.41,True,1.8,7.9,0.85,0.626,0.235,0.74,374,True,11
LTFOODS.NS,2023-04-24,2023-05-01,103.05,True,True,-3.38,2.62,5.63,1,62,0.596,0.36,-0.24,-15.55,55.55,1.52,27.46,1,3769.0,108.31,True,4.09,6.84,0.8,0.764,0.604,0.57,431,True,0
LTFOODS.NS,2025-05-19,2025-05-26,-5.2,False,True,-5.06,9.02,8.26,5,145,1.146,8.56,-0.65,-4.21,102.44,2.38,103.17,1,14277.0,410.31,True,10.54,13.93,1.35,0.791,0.76,0.78,539,True,17
LTM.NS,2017-08-14,2017-08-21,144.09,True,True,-2.27,4.34,13.51,32,34,0.217,5.41,1.55,-2.87,30.13,0.37,19.25,1,19991.0,681.47,True,6.48,7.39,1.62,0.876,0.876,-0.21,56,False,-1
LTM.NS,2018-12-10,2018-12-17,-4.45,False,True,-7.49,-6.16,4.57,1,24,1.598,5.06,0.54,-7.21,70.96,1.35,76.79,1,47912.0,1633.26,True,22.58,26.68,2.51,0.974,0.87,-1.26,125,False,0
LTM.NS,2019-12-30,2020-01-06,129.67,True,True,-0.37,9.41,13.98,12,47,0.264,11.34,-0.17,0.0,23.71,0.81,8.93,11,48825.0,1664.39,True,3.26,6.83,1.42,0.775,0.487,-0.27,180,False,9
LTM.NS,2021-05-24,2021-05-31,10.09,False,True,0.0,6.24,61.12,46,50,0.503,4.55,2.75,-10.24,115.15,1.64,121.27,1,107217.0,3654.9,True,6.66,9.66,1.08,0.817,0.697,0.8,253,False,34
