ticker,signal_date,entry_date,entry,scoreable,fixed_exit_date,fixed_ret_pct,fixed_net_pct,ma_exit_date,ma_exit_reason,ma_weeks_held,ma_ret_pct,ma_net_pct
CHOLAFIN.NS,2019-04-01,2019-04-08,292.61,True,2020-04-06,-42.1,-42.4,2019-07-22,ma_break,15,-12.16,-12.46
CHOLAFIN.NS,2021-08-30,2021-09-06,564.71,True,2022-09-05,39.14,38.84,2021-11-29,ma_break,12,-4.42,-4.72
CHOLAFIN.NS,2023-01-30,2023-02-06,773.87,True,2024-02-05,44.59,44.29,2023-03-27,ma_break,7,-6.42,-6.72
CHOLAFIN.NS,2024-04-29,2024-05-06,1311.04,True,2025-05-05,15.27,14.97,2024-10-28,ma_break,25,5.29,4.99
CHOLAHLDNG.NS,2019-12-30,2020-01-06,515.7,True,2021-01-04,11.55,11.25,2020-03-16,ma_break,10,-16.0,-16.3
CHOLAHLDNG.NS,2021-08-16,2021-08-23,651.76,True,2022-08-22,-0.48,-0.78,2021-12-20,ma_break,17,1.73,1.43
CHOLAHLDNG.NS,2022-09-12,2022-09-19,669.47,True,2023-09-18,78.07,77.77,2022-10-17,ma_break,4,-6.91,-7.21
CHOLAHLDNG.NS,2024-02-26,2024-03-04,1068.04,True,2025-03-03,49.6,49.3,2024-03-18,ma_break,2,-2.15,-2.45
CHOLAHLDNG.NS,2025-09-15,2025-09-22,1998.42,False,2026-08-10,-22.4,-22.7,2025-09-29,ma_break,1,-8.4,-8.7
CIEINDIA.NS,2017-12-25,2018-01-01,244.31,True,2018-12-31,-5.56,-5.86,2018-01-22,ma_break,3,-6.53,-6.83
CIEINDIA.NS,2020-08-17,2020-08-24,139.38,True,2021-08-23,53.13,52.83,2021-04-19,ma_break,34,6.33,6.03
CIEINDIA.NS,2022-06-20,2022-06-27,213.52,True,2023-06-26,132.06,131.76,2023-06-26,52w_cap,52,132.06,131.76
CIEINDIA.NS,2024-05-20,2024-05-27,535.39,True,2025-05-26,-17.19,-17.49,2024-10-21,ma_break,21,-2.83,-3.13
CIEINDIA.NS,2026-02-09,2026-02-16,450.08,False,2026-08-10,-8.53,-8.83,2026-07-27,ma_break,23,-7.35,-7.65
CIPLA.NS,2018-02-05,2018-02-12,588.05,True,2019-02-11,-13.69,-13.99,2018-03-05,ma_break,3,-7.51,-7.81
CIPLA.NS,2021-04-12,2021-04-19,902.0,True,2022-04-18,2.87,2.57,2021-10-11,ma_break,25,-1.84,-2.14
CIPLA.NS,2023-07-24,2023-07-31,1148.7,True,2024-07-29,30.46,30.16,2024-05-13,ma_break,41,16.01,15.71
CIPLA.NS,2024-10-28,2024-11-04,1552.69,True,2025-11-03,-3.93,-4.23,2024-11-18,ma_break,2,-5.46,-5.76
CIPLA.NS,2026-05-11,2026-05-18,1408.78,False,2026-08-10,3.85,3.55,2026-06-22,ma_break,5,-2.61,-2.91
CLEAN.NS,2024-07-29,2024-08-05,1586.87,True,2025-08-04,-26.3,-26.6,2024-11-18,ma_break,15,-17.98,-18.28
CMSINFO.NS,2024-02-26,2024-03-04,389.99,True,2025-03-03,13.61,13.31,2024-04-22,ma_break,7,-5.5,-5.8
COALINDIA.NS,2018-01-08,2018-01-15,150.33,True,2019-01-14,-18.88,-19.18,2018-05-07,ma_break,16,-6.23,-6.53
COALINDIA.NS,2021-05-10,2021-05-17,95.71,True,2022-05-16,41.62,41.32,2021-08-23,ma_break,14,-7.28,-7.58
COALINDIA.NS,2023-08-28,2023-09-04,195.81,True,2024-09-02,118.64,118.34,2024-09-02,52w_cap,52,118.64,118.34
COALINDIA.NS,2025-12-22,2025-12-29,393.47,False,2026-08-10,4.02,3.72,2026-07-13,ma_break,28,7.59,7.29
COCHINSHIP.NS,2019-10-21,2019-10-28,159.53,True,2020-10-26,-7.87,-8.17,2020-02-03,ma_break,14,-3.85,-4.15
COCHINSHIP.NS,2020-10-26,2020-11-02,149.05,True,2021-11-01,10.46,10.16,2021-04-26,ma_break,25,6.02,5.72
COCHINSHIP.NS,2022-08-22,2022-08-29,169.31,True,2023-08-28,161.11,160.81,2023-02-06,ma_break,23,34.43,34.13
COCHINSHIP.NS,2025-05-12,2025-05-19,2077.48,True,2026-05-18,-26.25,-26.55,2025-08-11,ma_break,12,-21.1,-21.4
COFFEEDAY.NS,2017-11-27,2017-12-04,265.5,True,2018-12-03,-0.56,-0.86,2018-06-04,ma_break,26,9.83,9.53
COFFEEDAY.NS,2019-01-14,2019-01-21,295.0,True,2020-01-20,-88.54,-88.84,2019-02-04,ma_break,2,-9.17,-9.47
COFORGE.NS,2017-09-25,2017-10-02,98.31,True,2018-10-01,116.78,116.48,2018-10-01,ma_break,52,100.81,100.51
COFORGE.NS,2023-01-16,2023-01-23,788.4,True,2024-01-22,52.92,52.62,2023-03-27,ma_break,9,-10.77,-11.07
COHANCE.NS,2021-03-01,2021-03-08,473.47,True,2022-03-07,6.94,6.64,2021-06-21,ma_break,15,-1.09,-1.39
COHANCE.NS,2022-03-21,2022-03-28,598.25,True,2023-03-27,-21.04,-21.34,2022-05-16,ma_break,7,-13.81,-14.11
COHANCE.NS,2023-08-14,2023-08-21,521.55,True,2024-08-19,105.38,105.08,2024-03-18,ma_break,30,17.53,17.23
COLPAL.NS,2017-08-14,2017-08-21,872.38,True,2018-08-20,12.18,11.88,2017-10-23,ma_break,9,-1.36,-1.66
COLPAL.NS,2019-08-05,2019-08-12,1049.08,True,2020-08-10,17.01,16.71,2019-08-26,ma_break,2,-2.48,-2.78
COLPAL.NS,2020-10-26,2020-11-02,1334.98,True,2021-11-01,2.93,2.63,2021-04-26,ma_break,25,1.8,1.5
COLPAL.NS,2022-08-29,2022-09-05,1528.96,True,2023-09-04,23.52,23.22,2022-10-17,ma_break,6,-7.1,-7.4
COLPAL.NS,2026-04-20,2026-04-27,2154.6,False,2026-08-10,-6.94,-7.24,2026-05-04,ma_break,1,-3.2,-3.5
CONCOR.NS,2018-02-05,2018-02-12,477.77,True,2019-02-11,-6.53,-6.83,2018-02-19,ma_break,1,0.27,-0.03
CONCOR.NS,2019-08-26,2019-09-02,468.92,True,2020-08-31,-22.86,-23.16,2019-09-09,ma_break,1,-1.63,-1.93
CONCOR.NS,2021-02-08,2021-02-15,507.41,True,2022-02-14,10.36,10.06,2021-11-01,ma_break,37,23.31,23.01
CONCOR.NS,2022-03-21,2022-03-28,641.59,True,2023-03-27,-13.48,-13.78,2022-05-09,ma_break,6,-8.09,-8.39
CONCOR.NS,2023-09-18,2023-09-25,699.83,True,2024-09-23,26.45,26.15,2024-08-12,ma_break,46,35.02,34.72
CONCOR.NS,2026-07-27,2026-08-03,527.0,False,2026-08-10,-2.84,-3.14,2026-08-10,52w_cap,1,-2.84,-3.14
CONCORDBIO.NS,2025-06-02,2025-06-09,1912.87,True,2026-06-08,-29.65,-29.95,2025-06-23,ma_break,2,-7.16,-7.46
CONCORDBIO.NS,2026-06-08,2026-06-15,1370.79,False,2026-08-10,5.39,5.09,2026-08-10,52w_cap,8,5.39,5.09
CONFIPET.NS,2021-10-11,2021-10-18,88.2,True,2022-10-17,-20.81,-21.11,2022-01-10,ma_break,12,-17.14,-17.44
CONFIPET.NS,2023-06-12,2023-06-19,71.54,True,2024-06-17,17.46,17.16,2024-03-18,ma_break,39,24.29,23.99
COROMANDEL.NS,2019-01-28,2019-02-04,423.0,True,2020-02-03,36.17,35.87,2019-04-29,ma_break,12,-5.8,-6.1
COROMANDEL.NS,2021-07-26,2021-08-02,881.84,True,2022-08-01,15.63,15.33,2021-08-30,ma_break,4,-16.27,-16.57
COROMANDEL.NS,2023-07-31,2023-08-07,1031.78,True,2024-08-05,62.21,61.91,2024-02-05,ma_break,26,2.77,2.47
COROMANDEL.NS,2025-11-24,2025-12-01,2382.28,False,2026-08-10,-12.97,-13.27,2026-01-05,ma_break,5,-4.76,-5.06
COSMOFIRST.NS,2024-06-17,2024-06-24,764.76,True,2025-06-23,47.29,46.99,2024-10-28,ma_break,18,-6.65,-6.95
COSMOFIRST.NS,2026-05-04,2026-05-11,804.1,False,2026-08-10,13.05,12.75,2026-08-10,52w_cap,13,13.05,12.75
CRAFTSMAN.NS,2022-03-28,2022-04-04,2333.91,True,2023-04-03,30.37,30.07,2022-04-25,ma_break,3,-7.7,-8.0
CRAFTSMAN.NS,2024-06-24,2024-07-01,5593.4,True,2025-06-30,5.32,5.02,2024-10-28,ma_break,17,-9.72,-10.02
CRAFTSMAN.NS,2025-06-30,2025-07-07,5894.33,True,2026-07-06,57.6,57.3,2026-03-16,ma_break,36,12.05,11.75
CREDITACC.NS,2019-08-12,2019-08-19,509.06,True,2020-08-17,14.78,14.48,2020-03-23,ma_break,31,-8.74,-9.04
CREDITACC.NS,2020-08-24,2020-08-31,697.42,True,2021-08-30,-3.24,-3.54,2021-02-22,ma_break,25,-3.25,-3.55
CREDITACC.NS,2022-02-07,2022-02-14,730.26,True,2023-02-13,29.67,29.37,2022-10-17,ma_break,35,33.14,32.84
CREDITACC.NS,2023-02-20,2023-02-27,999.08,True,2024-02-26,47.37,47.07,2023-03-13,ma_break,2,-5.86,-6.16
CRISIL.NS,2019-11-18,2019-11-25,1371.77,True,2020-11-23,32.74,32.44,2020-03-16,ma_break,16,-3.32,-3.62
CRISIL.NS,2021-06-07,2021-06-14,2205.74,True,2022-06-13,33.35,33.05,2022-01-10,ma_break,30,21.53,21.23
CRISIL.NS,2022-09-19,2022-09-26,3104.17,True,2023-09-25,21.57,21.27,2022-10-03,ma_break,1,-1.28,-1.58
CRISIL.NS,2024-02-12,2024-02-19,4700.33,True,2025-02-17,-3.46,-3.76,2024-04-22,ma_break,9,-9.48,-9.78
CRISIL.NS,2025-05-12,2025-05-19,4954.09,True,2026-05-18,-17.72,-18.02,2025-09-01,ma_break,15,-0.85,-1.15
CRISIL.NS,2026-07-20,2026-07-27,4350.0,False,2026-08-10,3.61,3.31,2026-08-10,52w_cap,2,3.61,3.31
CROMPTON.NS,2017-11-06,2017-11-13,234.26,True,2018-11-12,-18.55,-18.85,2018-02-19,ma_break,14,-10.0,-10.3
CROMPTON.NS,2019-06-17,2019-06-24,223.82,True,2020-06-22,-0.7,-1.0,2020-01-06,ma_break,28,1.08,0.78
CROMPTON.NS,2020-09-14,2020-09-21,263.4,True,2021-09-20,73.71,73.41,2021-04-26,ma_break,31,28.36,28.06
CROMPTON.NS,2022-07-11,2022-07-18,380.27,True,2023-07-17,-25.62,-25.92,2022-07-25,ma_break,1,-4.57,-4.87
CROMPTON.NS,2024-04-29,2024-05-06,318.02,True,2025-05-05,-0.88,-1.18,2024-10-28,ma_break,25,21.65,21.35
CROMPTON.NS,2026-05-04,2026-05-11,286.75,False,2026-08-10,-13.57,-13.87,2026-06-15,ma_break,5,-10.25,-10.55
CSBBANK.NS,2020-11-30,2020-12-07,225.0,True,2021-12-06,22.09,21.79,2021-02-01,ma_break,8,-2.44,-2.74
CSBBANK.NS,2022-10-03,2022-10-10,239.7,True,2023-10-09,48.48,48.18,2023-03-20,ma_break,23,-4.92,-5.22
CSBBANK.NS,2024-04-01,2024-04-08,395.0,True,2025-04-07,-18.23,-18.53,2024-05-06,ma_break,4,-6.46,-6.76
CSBBANK.NS,2025-04-07,2025-04-14,323.0,True,2026-04-13,23.79,23.49,2025-09-08,ma_break,21,11.39,11.09
CUB.NS,2017-11-20,2017-11-27,107.38,True,2018-11-26,15.72,15.42,2018-02-05,ma_break,10,-7.77,-8.07
CUB.NS,2018-11-26,2018-12-03,124.65,True,2019-12-02,32.72,32.42,2019-02-25,ma_break,12,2.52,2.22
CUB.NS,2022-05-30,2022-06-06,102.81,True,2023-06-05,-12.34,-12.64,2022-06-20,ma_break,2,-11.09,-11.39
CUB.NS,2024-04-01,2024-04-08,115.06,True,2025-04-07,6.82,6.52,2024-05-27,ma_break,7,-7.89,-8.19
CUMMINSIND.NS,2018-10-29,2018-11-05,662.01,True,2019-11-04,-25.22,-25.52,2019-02-18,ma_break,15,-9.33,-9.63
CUMMINSIND.NS,2020-11-23,2020-11-30,535.78,True,2021-11-29,60.06,59.76,2021-10-11,ma_break,45,54.42,54.12
CUMMINSIND.NS,2022-02-14,2022-02-21,906.9,True,2023-02-20,65.2,64.9,2022-06-20,ma_break,17,0.37,0.07
CYIENT.NS,2017-10-16,2017-10-23,451.02,True,2018-10-22,13.64,13.34,2018-08-06,ma_break,41,25.6,25.3
CYIENT.NS,2020-08-10,2020-08-17,330.41,True,2021-08-16,150.54,150.24,2021-08-16,52w_cap,52,150.54,150.24
CYIENT.NS,2023-01-09,2023-01-16,831.01,True,2024-01-15,155.86,155.56,2024-01-15,52w_cap,52,155.86,155.56
CYIENTDLM.NS,2024-07-01,2024-07-08,791.95,True,2025-07-07,-39.05,-39.35,2024-09-09,ma_break,9,-10.6,-10.9
CYIENTDLM.NS,2026-05-04,2026-05-11,423.05,False,2026-08-10,62.85,62.55,2026-08-10,52w_cap,13,62.85,62.55
DABUR.NS,2017-10-30,2017-11-06,308.95,True,2018-11-05,12.82,12.52,2018-03-05,ma_break,17,-4.4,-4.7
DABUR.NS,2019-07-22,2019-07-29,396.44,True,2020-07-27,20.48,20.18,2020-03-16,ma_break,33,3.08,2.78
DABUR.NS,2020-07-27,2020-08-03,478.83,True,2021-08-02,15.0,14.7,2021-03-01,ma_break,30,-1.46,-1.76
DABUR.NS,2022-12-05,2022-12-12,572.22,True,2023-12-11,-9.16,-9.46,2023-01-09,ma_break,4,-7.33,-7.63
DABUR.NS,2024-06-03,2024-06-10,581.92,True,2025-06-09,-22.06,-22.36,2024-10-07,ma_break,17,-4.43,-4.73
DABUR.NS,2025-07-28,2025-08-04,524.74,True,2026-08-03,-21.87,-22.17,2025-10-13,ma_break,10,-8.56,-8.86
DALBHARAT.NS,2022-10-31,2022-11-07,1730.73,True,2023-11-06,19.28,18.98,2023-07-24,ma_break,37,9.4,9.1
DALBHARAT.NS,2025-02-03,2025-02-10,1846.55,True,2026-02-09,15.57,15.27,2025-02-17,ma_break,1,-4.78,-5.08
DALMIASUG.NS,2023-06-19,2023-06-26,354.79,True,2024-06-24,11.19,10.89,2023-08-14,ma_break,7,-6.03,-6.33
DALMIASUG.NS,2024-09-16,2024-09-23,506.4,True,2025-09-22,-32.73,-33.03,2024-11-18,ma_break,8,-21.18,-21.48
DALMIASUG.NS,2026-03-23,2026-03-30,341.12,False,2026-08-10,20.22,19.92,2026-08-10,52w_cap,19,20.22,19.92
DATAMATICS.NS,2023-05-01,2023-05-08,435.38,True,2024-05-06,26.47,26.17,2024-02-19,ma_break,41,38.01,37.71
DATAMATICS.NS,2025-07-07,2025-07-14,729.99,True,2026-07-13,15.89,15.59,2025-12-15,ma_break,22,13.13,12.83
DATAPATTNS.NS,2024-02-19,2024-02-26,2333.11,True,2025-02-24,-38.69,-38.99,2024-09-02,ma_break,27,19.48,19.18
DATAPATTNS.NS,2025-05-12,2025-05-19,2984.52,True,2026-05-18,32.72,32.42,2025-11-10,ma_break,25,-12.24,-12.54
DBCORP.NS,2024-05-20,2024-05-27,261.2,True,2025-05-26,-8.54,-8.84,2024-10-28,ma_break,22,6.83,6.53
DBL.NS,2020-08-10,2020-08-17,354.69,True,2021-08-16,41.42,41.12,2021-08-16,ma_break,52,46.2,45.9
DBL.NS,2021-10-04,2021-10-11,661.4,True,2022-10-10,-67.26,-67.56,2021-11-22,ma_break,6,-17.46,-17.76
DBL.NS,2023-06-12,2023-06-19,229.02,True,2024-06-17,135.61,135.31,2024-06-03,ma_break,50,85.71,85.41
DBL.NS,2025-03-17,2025-03-24,476.67,True,2026-03-23,-18.99,-19.29,2025-04-07,ma_break,2,-21.29,-21.59
DBREALTY.NS,2017-12-18,2017-12-25,52.3,True,2018-12-24,-44.93,-45.23,2018-03-26,ma_break,13,-13.96,-14.26
DBREALTY.NS,2022-09-05,2022-09-12,89.6,True,2023-09-11,82.25,81.95,2023-01-30,ma_break,20,-13.11,-13.41
DBREALTY.NS,2025-04-07,2025-04-14,174.48,True,2026-04-13,-38.62,-38.92,2025-08-25,ma_break,19,1.16,0.86
DCAL.NS,2020-06-08,2020-06-15,125.9,True,2021-06-14,57.31,57.01,2020-11-16,ma_break,22,5.0,4.7
DCAL.NS,2021-09-13,2021-09-20,203.2,True,2022-09-19,-52.07,-52.37,2021-12-20,ma_break,13,-3.25,-3.55
DCAL.NS,2023-03-06,2023-03-13,135.0,True,2024-03-11,65.56,65.26,2024-03-11,52w_cap,52,65.56,65.26
DCAL.NS,2024-11-11,2024-11-18,214.0,True,2025-11-17,11.19,10.89,2025-02-17,ma_break,13,-6.08,-6.38
DCBBANK.NS,2018-04-16,2018-04-23,183.69,True,2019-04-22,10.95,10.65,2018-06-18,ma_break,8,-7.58,-7.88
DCBBANK.NS,2022-08-22,2022-08-29,91.37,True,2023-08-28,24.84,24.54,2023-02-06,ma_break,23,15.81,15.51
DCBBANK.NS,2023-09-18,2023-09-25,123.89,True,2024-09-23,-2.43,-2.73,2023-10-30,ma_break,5,-8.68,-8.98
DCBBANK.NS,2025-10-20,2025-10-27,157.68,False,2026-08-10,19.38,19.08,2026-04-06,ma_break,23,4.66,4.36
DCMSHRIRAM.NS,2018-09-17,2018-09-24,408.89,True,2019-09-23,-7.29,-7.59,2018-12-24,ma_break,13,-25.74,-26.04
DCMSHRIRAM.NS,2020-06-22,2020-06-29,315.13,True,2021-06-28,162.45,162.15,2020-11-09,ma_break,19,-3.71,-4.01
DCMSHRIRAM.NS,2022-10-17,2022-10-24,1020.55,True,2023-10-23,-7.07,-7.37,2022-11-21,ma_break,4,-15.84,-16.14
DCMSHRIRAM.NS,2023-12-18,2023-12-25,1035.93,True,2024-12-23,3.58,3.28,2024-03-04,ma_break,10,-7.64,-7.94
DCMSHRIRAM.NS,2024-12-23,2024-12-30,1073.29,True,2025-12-29,16.31,16.01,2025-01-13,ma_break,2,-2.58,-2.88
DCMSHRIRAM.NS,2025-12-29,2026-01-05,1253.59,False,2026-08-10,-20.73,-21.03,2026-01-12,ma_break,1,-7.26,-7.56
DCW.NS,2024-07-29,2024-08-05,65.58,True,2025-08-04,12.58,12.28,2025-01-13,ma_break,23,21.58,21.28
DCXINDIA.NS,2023-10-30,2023-11-06,279.15,True,2024-11-04,21.53,21.23,2024-03-11,ma_break,18,11.14,10.84
DCXINDIA.NS,2024-12-23,2024-12-30,358.0,True,2025-12-29,-45.93,-46.23,2025-01-27,ma_break,4,-8.85,-9.15
DDEVPLSTIK.NS,2026-06-15,2026-06-22,281.9,False,2026-08-10,3.17,2.87,2026-08-10,52w_cap,7,3.17,2.87
DEEDEV.NS,2025-06-16,2025-06-23,303.5,True,2026-06-22,119.87,119.57,2025-10-20,ma_break,17,-11.38,-11.68
DEEPAKFERT.NS,2018-04-16,2018-04-23,330.12,True,2019-04-22,-62.9,-63.2,2018-04-30,ma_break,1,-8.64,-8.94
DEEPAKFERT.NS,2021-02-22,2021-03-01,180.74,True,2022-02-28,217.52,217.22,2021-11-22,ma_break,38,96.25,95.95
DEEPAKFERT.NS,2024-06-17,2024-06-24,652.08,True,2025-06-23,142.73,142.43,2025-02-17,ma_break,34,43.49,43.19
DEEPAKFERT.NS,2026-04-27,2026-05-04,1260.0,False,2026-08-10,15.53,15.23,2026-08-10,52w_cap,14,15.53,15.23
DEEPAKNTR.NS,2018-08-06,2018-08-13,271.33,True,2019-08-12,-3.15,-3.45,2018-10-15,ma_break,9,-10.5,-10.8
DEEPAKNTR.NS,2022-10-03,2022-10-10,2147.34,True,2023-10-09,-4.07,-4.37,2022-12-26,ma_break,11,-13.11,-13.41
DEEPAKNTR.NS,2023-12-11,2023-12-18,2280.18,True,2024-12-16,12.9,12.6,2024-03-11,ma_break,12,-4.33,-4.63
DEEPAKNTR.NS,2026-04-20,2026-04-27,1682.61,False,2026-08-10,2.13,1.83,2026-07-06,ma_break,10,-7.82,-8.12
DEEPINDS.NS,2024-08-05,2024-08-12,329.22,True,2025-08-11,58.5,58.2,2025-02-17,ma_break,27,41.75,41.45
DEEPINDS.NS,2026-03-30,2026-04-06,444.95,False,2026-08-10,56.44,56.14,2026-08-10,52w_cap,18,56.44,56.14
DELHIVERY.NS,2023-08-14,2023-08-21,426.4,True,2024-08-19,0.32,0.02,2023-11-20,ma_break,13,-6.06,-6.36
DELHIVERY.NS,2025-05-26,2025-06-02,358.1,True,2026-06-01,24.34,24.04,2025-12-08,ma_break,27,12.82,12.52
DELTACORP.NS,2019-04-01,2019-04-08,254.12,True,2020-04-06,-72.86,-73.16,2019-05-06,ma_break,4,-11.01,-11.31
DELTACORP.NS,2020-11-30,2020-12-07,145.03,True,2021-12-06,89.92,89.62,2021-05-10,ma_break,22,-3.38,-3.68
DELTACORP.NS,2026-04-20,2026-04-27,77.0,False,2026-08-10,-21.16,-21.46,2026-06-08,ma_break,6,-15.58,-15.88
DEN.NS,2017-09-11,2017-09-18,94.0,True,2018-09-17,-41.28,-41.58,2017-10-09,ma_break,3,-8.99,-9.29
DEN.NS,2019-08-12,2019-08-19,66.0,True,2020-08-17,25.3,25.0,2019-09-23,ma_break,5,-5.83,-6.13
DEN.NS,2023-07-24,2023-07-31,42.7,True,2024-07-29,29.09,28.79,2024-03-18,ma_break,33,17.1,16.8
DEVYANI.NS,2022-08-08,2022-08-15,202.25,True,2023-08-14,-2.18,-2.48,2022-12-26,ma_break,19,-15.9,-16.2
DEVYANI.NS,2024-09-16,2024-09-23,209.88,True,2025-09-22,-19.04,-19.34,2024-10-28,ma_break,5,-22.1,-22.4
DEVYANI.NS,2026-08-03,2026-08-10,135.39,False,2026-08-10,3.56,3.26,2026-08-10,52w_cap,0,3.56,3.26
DHANUKA.NS,2021-05-10,2021-05-17,870.26,True,2022-05-16,-18.5,-18.8,2021-09-06,ma_break,16,-8.53,-8.83
DHANUKA.NS,2023-06-05,2023-06-12,781.77,True,2024-06-10,101.46,101.16,2024-03-25,ma_break,41,21.8,21.5
DHANUKA.NS,2024-11-04,2024-11-11,1595.68,True,2025-11-10,-20.76,-21.06,2024-11-18,ma_break,1,-4.31,-4.61
DIACABS.NS,2025-06-30,2025-07-07,140.4,True,2026-07-06,63.11,62.81,2025-12-15,ma_break,23,-0.28,-0.58
DIAMONDYD.NS,2023-08-07,2023-08-14,889.36,True,2024-08-12,0.27,-0.03,2023-11-13,ma_break,13,-8.07,-8.37
DIAMONDYD.NS,2024-10-07,2024-10-14,1125.83,True,2025-10-13,-7.1,-7.4,2025-05-12,ma_break,30,-2.34,-2.64
DIAMONDYD.NS,2026-05-25,2026-06-01,1108.0,False,2026-08-10,7.64,7.34,2026-08-10,52w_cap,10,7.64,7.34
DISHTV.NS,2021-09-13,2021-09-20,20.35,True,2022-09-19,-7.37,-7.67,2022-01-24,ma_break,18,-16.95,-17.25
DISHTV.NS,2022-11-21,2022-11-28,20.9,True,2023-11-27,-10.29,-10.59,2023-01-30,ma_break,9,-24.4,-24.7
DISHTV.NS,2024-01-01,2024-01-08,22.05,True,2025-01-06,-59.82,-60.12,2024-01-29,ma_break,3,-12.93,-13.23
DIVISLAB.NS,2017-09-18,2017-09-25,913.11,True,2018-09-24,36.22,35.92,2018-06-04,ma_break,36,9.08,8.78
DIVISLAB.NS,2019-08-26,2019-09-02,1558.59,True,2020-08-31,99.78,99.48,2019-10-07,ma_break,5,0.34,0.04
DIVISLAB.NS,2021-11-22,2021-11-29,4816.65,True,2022-11-28,-31.38,-31.68,2021-12-06,ma_break,1,-3.84,-4.14
DIVISLAB.NS,2023-11-13,2023-11-20,3557.0,True,2024-11-18,67.18,66.88,2024-01-29,ma_break,10,-0.89,-1.19
DIVISLAB.NS,2025-10-06,2025-10-13,6438.95,False,2026-08-10,33.56,33.26,2026-01-05,ma_break,12,-1.01,-1.31
DIXON.NS,2019-08-12,2019-08-19,468.37,True,2020-08-17,244.22,243.92,2020-03-30,ma_break,32,36.77,36.47
DIXON.NS,2023-05-29,2023-06-05,3987.28,True,2024-06-03,150.22,149.92,2024-06-03,52w_cap,52,150.22,149.92
DIXON.NS,2025-07-07,2025-07-14,15771.98,True,2026-07-13,-9.15,-9.45,2025-10-27,ma_break,15,-2.36,-2.66
DIXON.NS,2026-07-13,2026-07-20,14300.0,False,2026-08-10,-3.5,-3.8,2026-08-10,52w_cap,3,-3.5,-3.8
DLF.NS,2017-10-30,2017-11-06,200.4,True,2018-11-05,-18.81,-19.11,2018-03-12,ma_break,18,-0.85,-1.15
DLF.NS,2019-03-11,2019-03-18,185.2,True,2020-03-16,-28.4,-28.7,2019-04-29,ma_break,6,-12.17,-12.47
DLF.NS,2023-04-10,2023-04-17,402.08,True,2024-04-15,107.46,107.16,2024-04-15,52w_cap,52,107.46,107.16
DLF.NS,2025-06-02,2025-06-09,869.1,True,2026-06-08,-33.29,-33.59,2025-09-29,ma_break,16,-18.19,-18.49
DLF.NS,2026-06-29,2026-07-06,668.85,False,2026-08-10,-1.06,-1.36,2026-08-10,52w_cap,5,-1.06,-1.36
DMART.NS,2018-03-12,2018-03-19,1368.0,True,2019-03-18,9.92,9.62,2018-10-01,ma_break,28,1.61,1.31
DMART.NS,2019-07-29,2019-08-05,1509.0,True,2020-08-03,41.71,41.41,2020-03-23,ma_break,33,20.63,20.33
DMART.NS,2020-08-17,2020-08-24,2269.95,True,2021-08-23,68.86,68.56,2020-09-07,ma_break,2,0.0,-0.3
DMART.NS,2022-07-25,2022-08-01,4251.95,True,2023-07-31,-14.11,-14.41,2022-11-21,ma_break,16,-7.74,-8.04
DMART.NS,2024-03-18,2024-03-25,4297.6,True,2025-03-24,-4.99,-5.29,2024-10-07,ma_break,28,10.32,10.02
DMART.NS,2025-07-28,2025-08-04,4196.0,True,2026-08-03,-7.05,-7.35,2025-10-27,ma_break,12,0.43,0.13
DODLA.NS,2022-08-29,2022-09-05,570.25,True,2023-09-04,29.12,28.82,2022-10-17,ma_break,6,-14.26,-14.56
DODLA.NS,2025-05-19,2025-05-26,1210.01,True,2026-05-25,-11.04,-11.34,2025-10-27,ma_break,22,5.98,5.68
DOLLAR.NS,2022-09-12,2022-09-19,504.16,True,2023-09-18,-17.76,-18.06,2022-11-14,ma_break,8,-12.89,-13.19
DOLLAR.NS,2023-10-02,2023-10-09,427.17,True,2024-10-07,25.29,24.99,2024-07-15,ma_break,40,17.64,17.34
DOLLAR.NS,2024-11-04,2024-11-11,536.35,True,2025-11-10,-32.52,-32.82,2024-11-18,ma_break,1,-8.69,-8.99
DOLPHIN.NS,2017-11-20,2017-11-27,986.4,True,2018-11-26,-59.81,-60.11,2018-02-12,ma_break,11,-19.71,-20.01
DOMS.NS,2024-12-16,2024-12-23,2763.69,True,2025-12-22,-6.94,-7.24,2025-01-20,ma_break,4,-8.34,-8.64
DOMS.NS,2026-07-06,2026-07-13,2350.0,False,2026-08-10,-4.6,-4.9,2026-07-20,ma_break,1,-4.26,-4.56
DPABHUSHAN.NS,2025-07-14,2025-07-21,1630.8,True,2026-07-20,-18.56,-18.86,2025-09-29,ma_break,10,-11.09,-11.39
DPABHUSHAN.NS,2026-07-20,2026-07-27,1347.85,False,2026-08-10,5.14,4.84,2026-08-10,52w_cap,2,5.14,4.84
DPSCLTD.NS,2021-11-22,2021-11-29,25.66,True,2022-11-28,-48.88,-49.18,2022-01-03,ma_break,5,-33.65,-33.95
DPSCLTD.NS,2024-07-22,2024-07-29,22.32,True,2025-07-28,-43.05,-43.35,2024-09-09,ma_break,6,-18.65,-18.95
DREDGECORP.NS,2017-11-06,2017-11-13,733.97,True,2018-11-12,-51.67,-51.97,2018-03-12,ma_break,17,-11.15,-11.45
DREDGECORP.NS,2025-10-27,2025-11-03,780.0,False,2026-08-10,32.92,32.62,2026-03-30,ma_break,21,2.56,2.26
